Date,Time,Temp1,Temp2,Temp3
2021/6/1, 14:5:37, 8.7500, 9.1250, 8.6875
2021/6/1, 14:5:40, 8.8125, 9.1250, 8.6875
2021/6/1, 14:5:45, 8.7500, 9.1875, 8.7500
2021/6/1, 14:5:50, 8.8125, 9.1875, 8.6875
2021/6/1, 14:5:55, 8.8125, 9.1875, 8.7500
2021/6/1, 14:6:0, 8.8125, 9.1875, 8.7500
2021/6/1, 14:6:5, 8.8125, 9.2500, 8.7500
2021/6/1, 14:6:10, 8.8750, 9.1875, 8.7500
2021/6/1, 14:6:15, 8.8750, 9.1875, 8.8125
2021/6/1, 14:6:20, 8.8750, 9.1875, 8.8125
2021/6/1, 14:6:25, 8.8750, 9.2500, 8.8125
2021/6/1, 14:6:30, 8.8750, 9.2500, 8.8125
2021/6/1, 14:6:35, 8.9375, 9.3125, 8.8750
2021/6/1, 14:6:40, 8.9375, 9.3125, 8.8125
2021/6/1, 14:6:45, 8.9375, 9.2500, 8.8125
2021/6/1, 14:6:50, 8.9375, 9.2500, 8.8750
2021/6/1, 14:6:55, 8.9375, 9.3125, 8.8750
2021/6/1, 14:7:0, 8.9375, 9.3125, 8.8750
2021/6/1, 14:7:5, 9.0000, 9.3125, 8.9375
2021/6/1, 14:7:10, 9.0000, 9.3125, 8.8750
2021/6/1, 14:7:15, 9.0000, 9.3750, 8.9375
2021/6/1, 14:7:20, 9.0000, 9.3750, 8.9375
2021/6/1, 14:7:25, 9.0625, 9.3750, 8.9375
2021/6/1, 14:7:30, 9.0625, 9.3750, 8.9375
2021/6/1, 14:7:35, 9.0625, 9.3750, 9.0000
2021/6/1, 14:7:40, 9.0625, 9.4375, 9.0000
2021/6/1, 14:7:45, 9.0625, 9.3750, 9.0000
2021/6/1, 14:7:50, 9.1250, 9.4375, 9.0625
2021/6/1, 14:7:55, 9.1250, 9.5000, 9.0000
2021/6/1, 14:8:0, 9.1250, 9.5000, 9.0625
2021/6/1, 14:8:5, 9.1250, 9.4375, 9.0625
2021/6/1, 14:8:10, 9.1875, 9.5000, 9.0625
2021/6/1, 14:8:15, 9.2500, 9.5000, 9.1250
2021/6/1, 14:8:20, 9.1875, 9.5000, 9.1250
2021/6/1, 14:8:25, 9.1875, 9.5000, 9.0625
2021/6/1, 14:8:30, 9.2500, 9.5000, 9.1250
2021/6/1, 14:8:35, 9.1875, 9.5625, 9.1250
2021/6/1, 14:8:40, 9.2500, 9.5625, 9.1875
2021/6/1, 14:8:45, 9.2500, 9.5625, 9.1875
