collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
9/20/23,20,1,1,skistodiaptomus_oregonensis,1,75,36,NA,0.867,no,no,no
9/20/23,20,1,1,leptodiaptomus_minutus_male,2,57,42,NA,0.581,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,3,77,49,NA,1,no,no,no
9/20/23,20,1,1,leptodiaptomus_minutus,4,55,22,6,0.649,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,5,74,50,25,0.822,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis_male,6,73,27,NA,0.775,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,7,52,6,13,0.875,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,8,77,7,NA,0.863,no,spot,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,9,81,2,17,0.932,no,no,no
9/20/23,20,1,1,leptodiaptomus_minutus_male,10,56,18,NA,0.961,no,no,no
