collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
1/12/24,4,1,1,leptodiaptomus_sicilis,1,84,46,6,0.836,no,no,no
1/12/24,4,1,1,limnocalanus_macrurus_male,2,57,6,NA,1.383,no,no,no
1/12/24,4,1,1,skistodiaptomus_oregonensis,3,85,11,NA,0.963,no,no,no
1/12/24,4,1,1,limnocalanus_macrurus_male,4,48,50,NA,1.38,no,no,no
1/12/24,4,1,1,leptodiaptomus_sicilis_male,5,80,26,NA,0.678,no,no,no
1/12/24,4,1,1,limnocalanus_macrurus_male,6,55,15,NA,1.379,no,no,no
1/12/24,4,1,1,limnocalanus_macrurus_male,7,59,53,NA,1.339,no,no,no
1/12/24,4,1,1,leptodiaptomus_sicilis_male,8,75,48,NA,0.765,no,no,no
1/12/24,4,1,1,limnocalanus_macrurus,9,60,18,NA,1.506,yes,no,yes
1/12/24,4,1,1,leptodiaptomus_sicilis_juvenile,10,76,1,NA,0.66,no,no,no
