collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
8/28/23,22,1,1,leptodiaptomus_minutus,1,44,26,10,0.627,no,no,no
8/28/23,22,1,1,leptodiaptomus_minutus,2,40,15,NA,0.684,yes,no,no
8/28/23,22,1,1,leptodiaptomus_minutus,3,44,51,8,0.609,no,no,yes
8/28/23,22,1,1,leptodiaptomus_minutus,4,31,56,4,0.72,no,no,no
8/28/23,22,1,1,leptodiaptomus_minutus,5,39,0,9,0.686,no,no,yes
8/28/23,22,1,1,leptodiaptomus_minutus,6,43,16,7,0.64,no,no,no
8/28/23,22,1,1,skistodiaptomus_oregonensis,7,59,20,16,0.822,no,no,no
8/28/23,22,1,1,leptodiaptomus_minutus,8,35,15,8,0.674,no,no,yes
8/28/23,22,1,1,epischura_lacustris_juvenile,9,25,20,NA,0.914,no,cloudy,no
8/28/23,22,1,1,leptodiaptomus_minutus,10,35,42,NA,0.748,yes,no,yes
