collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/16/23,16,1,1,epischura_lacustris,1,45,45,NA,1.098,yes,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,2,51,27,NA,0.928,no,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,3,65,36,NA,0.917,no,no,no
10/16/23,16,1,1,leptodiaptomus_minutus,4,47,59,NA,0.636,yes,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,5,67,42,19,0.854,no,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,6,48,51,NA,0.878,no,no,no
10/16/23,16,1,1,epischura_lacustris_male,7,45,11,NA,1.025,no,no,no
10/16/23,16,1,1,leptodiaptomus_minutus,8,50,45,NA,0.652,yes,no,no
10/16/23,16,1,1,epischura_lacustris_male,9,45,30,NA,0.991,no,no,no
10/16/23,16,1,1,leptodiaptomus_minutus,10,52,23,6,0.644,yes,no,no
