collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/24/23,14,1,1,epischura_lacustris,1,80,37,NA,1.017,no,no,no
10/24/23,14,1,1,leptodiaptomus_sicilis,2,65,15,4,1.014,yes,no,no
10/24/23,14,1,1,epischura_lacustris,3,79,49,NA,1.117,yes,no,no
10/24/23,14,1,1,skistodiaptomus_oregonensis,4,86,28,24,0.999,no,no,no
10/24/23,14,1,1,epischura_lacustris,5,76,7,NA,1.2,no,no,no
10/24/23,14,1,1,leptodiaptomus_sicilis,6,76,52,NA,0.981,yes,no,no
10/24/23,14,1,1,epischura_lacustris,7,77,30,NA,1.079,no,no,no
10/24/23,14,1,1,leptodiaptomus_sicilis,8,78,11,NA,1.01,yes,no,no
10/24/23,14,1,1,leptodiaptomus_sicilis,9,78,42,NA,0.98,no,no,no
10/24/23,14,1,1,leptodiaptomus_sicilis,10,61,11,NA,1.011,no,no,no
