collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
6/22/23,20,1,1,leptodiaptomus_minutus,1,35,8,NA,0.669,no,uncertain,no
6/22/23,20,1,1,skistodiaptomus_oregonensis,2,62,55,NA,0.833,no,no,no
6/22/23,20,1,1,skistodiaptomus_oregonensis,3,70,7,NA,0.792,no,no,no
6/22/23,20,1,1,epischura_lacustris_juvenile,4,46,46,NA,0.795,no,no,no
6/22/23,20,1,1,skistodiaptomus_oregonensis,5,68,13,NA,0.958,yes,no,no
6/22/23,20,1,1,leptodiaptomus_minutus,6,45,13,NA,0.75,no,no,yes
6/22/23,20,1,1,skistodiaptomus_oregonensis,7,67,5,36,0.96,no,no,yes
6/22/23,20,1,1,skistodiaptomus_oregonensis,8,65,15,NA,0.802,no,no,no
6/22/23,20,1,1,epischura_lacustris_juvenile,9,46,6,NA,0.636,no,no,no
6/22/23,20,1,1,leptodiaptomus_minutus,10,46,21,18,0.816,no,no,no
6/22/23,20,1,1,leptodiaptomus_minutus,11,41,18,NA,0.65,no,cloudy,no
