collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
7/5/23,25,1,1,leptodiaptomus_minutus,1,24,32,12,0.736,no,no,yes
7/5/23,25,1,1,skistodiaptomus_oregonensis,2,42,1,NA,1.011,no,no,no
7/5/23,25,1,1,leptodiaptomus_minutus,3,22,23,11,0.655,no,no,no
7/5/23,25,1,1,leptodiaptomus_minutus_juvenile,4,23,17,NA,0.647,no,no,no
7/5/23,25,1,1,leptodiaptomus_minutus_juvenile,5,21,10,NA,0.715,no,no,no
7/5/23,25,1,1,leptodiaptomus_minutus,6,25,0,NA,0.741,yes,no,yes
7/5/23,25,1,1,skistodiaptomus_oregonensis,7,44,6,42,1.017,no,no,no
7/5/23,25,1,1,skistodiaptomus_oregonensis,8,38,5,NA,0.739,yes,no,no
7/5/23,25,1,1,skistodiaptomus_oregonensis,9,42,33,11,0.827,yes,no,no
7/5/23,25,1,1,leptodiaptomus_minutus,10,21,39,NA,0.729,yes,no,yes
