collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,1,69,1,NA,0.88,yes,spot,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,2,79,47,22,1.015,yes,spot,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,3,59,8,NA,0.918,no,spot,no
10/4/23,20.5,1,1,leptodiaptomus_minutus,4,47,41,9,0.635,yes,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis_male,5,69,22,NA,0.762,no,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,6,68,51,18,0.8,yes,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,7,70,42,18,0.974,yes,no,yes
10/4/23,20.5,1,1,leptodiaptomus_minutus,8,60,4,NA,0.668,yes,no,yes
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,9,35,6,NA,1.002,no,cloudy,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,10,75,9,19,0.859,no,spot,no
