collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
5/25/23,10.5,1,1,leptodiaptomus_sicilis,1,64,32,NA,0.828,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,2,71,16,NA,0.726,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,3,65,6,NA,0.71,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,4,65,30,NA,0.733,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,5,69,9,NA,0.773,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus,6,66,33,NA,0.681,uncertain,cloudy,uncertain
5/25/23,10.5,1,1,leptodiaptomus_minutus,7,72,22,NA,0.683,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,8,68,14,NA,0.713,no,no,yes
5/25/23,10.5,1,1,leptodiaptomus_minutus,9,70,28,NA,0.666,yes,no,no
5/25/23,10.5,1,1,leptodiaptomus_minutus,10,71,56,NA,0.685,yes,no,no
5/25/23,10.5,1,1,skistodiaptomus_oregonensis,11,88,0,20,0.985,no,no,no
