collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/24/23,14,1,1,epischura_lacustris,1,76,38,NA,1.173,yes,no,no
10/24/23,14,1,1,epischura_lacustris_male,2,75,45,NA,1.059,no,no,no
10/24/23,14,1,1,leptodiaptomus_minutus,3,71,34,NA,0.7,no,no,yes
10/24/23,14,1,1,limnocalanus_macrurus,4,43,47,NA,1.458,no,no,yes
10/24/23,14,1,1,leptodiaptomus_sicilis,5,76,51,9,0.975,no,no,no
10/24/23,14,1,1,skistodiaptomus_oregonensis,6,95,0,NA,0.955,yes,no,no
10/24/23,14,1,1,skistodiaptomus_oregonensis,7,100,13,21,0.916,yes,no,no
10/24/23,14,1,1,epischura_lacustris_juvenile,8,79,10,NA,0.95,no,no,no
10/24/23,14,1,1,skistodiaptomus_oregonensis,9,92,32,NA,0.877,no,cloudy,no
10/24/23,14,1,1,skistodiaptomus_oregonensis,10,95,51,NA,0.944,yes,no,no
