collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
5/2/24,7.5,1,1,leptodiaptomus_sicilis,1,52,23,NA,0.813,yes,no,yes
5/2/24,7.5,1,1,leptodiaptomus_sicilis,2,55,1,9,0.775,no,no,yes
5/2/24,7.5,1,1,leptodiaptomus_sicilis,3,55,45,NA,0.768,yes,no,no
5/2/24,7.5,1,1,leptodiaptomus_sicilis,4,50,32,5,0.774,yes,no,yes
5/2/24,7.5,1,1,leptodiaptomus_sicilis,5,53,43,9,0.846,no,no,yes
5/2/24,7.5,1,1,leptodiaptomus_sicilis,6,56,1,NA,0.853,yes,no,yes
5/2/24,7.5,1,1,skistodiaptomus_oregonensis,7,62,8,NA,0.878,yes,no,no
5/2/24,7.5,1,1,leptodiaptomus_minutus,8,39,11,NA,0.723,yes,no,no
5/2/24,7.5,1,1,leptodiaptomus_sicilis,9,51,52,NA,0.86,no,no,yes
5/2/24,7.5,1,1,leptodiaptomus_minutus,10,59,25,4,0.711,yes,no,yes
