collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
12/4/23,7,1,1,leptodiaptomus_sicilis,1,74,18,NA,0.803,no,no,no
12/4/23,7,1,1,leptodiaptomus_sicilis,2,71,11,NA,0.987,no,no,no
12/4/23,7,1,1,skistodiaptomus_oregonensis,3,95,30,NA,0.998,yes,no,no
12/4/23,7,1,1,skistodiaptomus_oregonensis,4,73,5,NA,1.033,no,no,no
12/4/23,7,1,1,leptodiaptomus_sicilis_male,5,77,32,NA,0.83,no,no,no
12/4/23,7,1,1,leptodiaptomus_sicilis_male,6,64,37,NA,0.855,no,no,no
12/4/23,7,1,1,epischura_lacustris_male,7,75,18,NA,0.95,no,no,no
12/4/23,7,1,1,skistodiaptomus_oregonensis,8,73,56,NA,0.858,no,no,no
12/4/23,7,1,1,leptodiaptomus_minutus,9,60,7,3,0.569,no,no,no
12/4/23,7,1,1,leptodiaptomus_sicilis,10,75,51,7,0.949,no,no,no
