collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/16/23,16,1,1,skistodiaptomus_oregonensis,1,88,18,15,0.903,yes,no,no
10/16/23,16,1,1,leptodiaptomus_minutus,2,67,40,NA,0.572,yes,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,3,82,41,NA,0.935,yes,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,4,87,21,19,0.88,no,no,no
10/16/23,16,1,1,leptodiaptomus_minutus,5,54,2,5,0.653,no,no,no
10/16/23,16,1,1,skistodiaptomus_oregonensis,6,70,51,NA,0.95,no,no,no
10/16/23,16,1,1,epischura_lacustris,7,63,31,NA,1.077,yes,no,no
10/16/23,16,1,1,epischura_lacustris,8,66,42,NA,1.078,no,no,no
10/16/23,16,1,1,epischura_lacustris,9,62,44,NA,1.061,no,no,no
10/16/23,16,1,1,epischura_lacustris,10,61,51,NA,1.02,no,no,no
10/16/23,16,1,1,epischura_lacustris,11,57,30,NA,1.007,no,no,no
