collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
9/20/23,20,1,1,epischura_lacustris_male,1,42,44,NA,1.055,no,spot,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,2,55,25,17,0.886,yes,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,3,54,35,11,0.803,yes,no,no
9/20/23,20,1,1,leptodiaptomus_minutus,4,35,40,6,0.613,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,5,61,35,17,0.897,yes,uncertain,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,6,61,57,12,0.832,no,no,no
9/20/23,20,1,1,leptodiaptomus_minutus,7,37,14,NA,0.66,yes,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,8,62,39,NA,0.824,no,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,9,60,45,NA,0.918,yes,no,no
9/20/23,20,1,1,skistodiaptomus_oregonensis,10,62,29,18,0.888,no,no,no
