collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size,dev_eggs,pathogen,lipids
10/4/23,20.5,1,1,skistodiaptomus_oregonensis_juvenile,1,76,0,NA,0.627,no,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,2,76,40,14,0.876,no,uncertain,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis_juvenile,3,79,17,NA,0.695,no,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,4,81,49,12,0.908,no,spot,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,5,77,40,NA,0.888,no,no,no
10/4/23,20.5,1,1,leptodiaptomus_minutus,6,35,46,NA,0.635,no,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis_male,7,74,38,NA,0.726,no,spot,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,8,69,18,NA,0.744,no,spot,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,9,78,29,NA,0.868,no,no,no
10/4/23,20.5,1,1,skistodiaptomus_oregonensis,10,88,53,NA,0.96,no,spot,no
