"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-08-20,22.5,2023-08-22,2,27,1,1,"leptodiaptomus_minutus",1,7,0.718,NA,65.1333333333333,0.16468531468531,34.9583333333333,12.4583333333333
2023-08-20,22.5,2023-08-22,2,27,1,1,"leptodiaptomus_minutus",2,10,0.709,NA,46.6166666666667,0.181118881118873,31.7829861111111,9.28298611111111
2023-08-20,22.5,2023-08-22,2,27,1,1,"leptodiaptomus_minutus_male",3,9,0.622,NA,47.2333333333333,0.177797202797194,31.9128787878788,9.41287878787879
2023-08-20,22.5,2023-08-22,2,27,1,1,"epischura_lacustris_juvenile",4,8,0.695,NA,64.55,0.165909090909088,34.8703703703704,12.3703703703704
2023-08-20,22.5,2023-08-22,2,27,1,1,"skistodiaptomus_oregonensis_male",5,2,0.735,NA,79.95,0.148776223776213,37.2604166666667,14.7604166666667
2023-08-20,22.5,2023-08-22,2,27,1,1,"epischura_lacustris_juvenile",6,6,0.775,NA,65.3833333333333,0.16468531468531,35.0029761904762,12.5029761904762
2023-08-20,22.5,2023-08-22,2,27,1,1,"skistodiaptomus_oregonensis",7,3,0.722,NA,78.3833333333333,0.152272727272718,37.0694444444444,14.5694444444444
2023-08-20,22.5,2023-08-22,2,27,1,1,"leptodiaptomus_minutus",8,4,0.804,11,68.4,0.151748251748241,35.5291666666667,13.0291666666667
2023-08-20,22.5,2023-08-22,2,27,1,1,"leptodiaptomus_minutus",9,5,0.744,1,68.1666666666667,0.151748251748241,35.4756944444444,12.9756944444444
2023-08-20,22.5,2023-08-22,2,27,1,1,"skistodiaptomus_oregonensis_male",10,1,0.713,NA,83.8333333333333,0.131643356643343,37.8333333333333,15.3333333333333
