"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_male",1,6,0.735,NA,91.6333333333333,0.199650349650352,30.4702380952381,23.4702380952381
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_juvenile",2,5,0.643,NA,93.0166666666667,0.19475524475525,30.7534722222222,23.7534722222222
2023-12-12,7,2023-12-23,11,76,1,1,"skistodiaptomus_oregonensis_male",3,2,0.663,NA,117.316666666667,0.172727272727257,35.1527777777778,28.1527777777778
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_juvenile",4,9,0.693,NA,87.15,0.193531468531467,29.5738636363636,22.5738636363636
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_juvenile",5,4,0.595,NA,95.6333333333333,0.195279720279725,31.28125,24.28125
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis",6,3,0.8,NA,97.9666666666667,0.196153846153853,31.75,24.75
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_minutus_juvenile",7,8,0.57,NA,88.4166666666667,0.200874125874124,29.81875,22.81875
2023-12-12,7,2023-12-23,11,76,1,1,"skistodiaptomus_oregonensis",8,1,0.648,NA,119.083333333333,NA,35.4583333333333,28.4583333333333
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_juvenile",9,7,0.667,NA,89.25,0.195804195804197,30.0130208333333,23.0130208333333
2023-12-12,7,2023-12-23,11,76,1,1,"leptodiaptomus_sicilis_juvenile",10,10,0.517,NA,78.9333333333333,0.206118881118877,27.8628472222222,20.8628472222222
