"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-16,16,2023-10-16,0,46,1,1,"epischura_lacustris",1,8,1.098,NA,43.75,0.215909090909083,32.3520833333333,16.3520833333333
2023-10-16,16,2023-10-16,0,46,1,1,"skistodiaptomus_oregonensis",2,4,0.928,NA,49.45,0.221153846153833,33.625,17.625
2023-10-16,16,2023-10-16,0,46,1,1,"skistodiaptomus_oregonensis",3,2,0.917,NA,63.6,0.205594405594404,36.5208333333333,20.5208333333333
2023-10-16,16,2023-10-16,0,46,1,1,"leptodiaptomus_minutus",4,7,0.636,NA,45.9833333333333,0.217132867132855,32.849537037037,16.849537037037
2023-10-16,16,2023-10-16,0,46,1,1,"skistodiaptomus_oregonensis",5,1,0.854,19,65.7,0.18504079254079,36.875,20.875
2023-10-16,16,2023-10-16,0,46,1,1,"skistodiaptomus_oregonensis",6,6,0.878,NA,46.85,0.216783216783204,33.0416666666667,17.0416666666667
2023-10-16,16,2023-10-16,0,46,1,1,"epischura_lacustris_male",7,10,1.025,NA,43.1833333333333,0.215909090909083,32.2170138888889,16.2170138888889
2023-10-16,16,2023-10-16,0,46,1,1,"leptodiaptomus_minutus",8,5,0.652,NA,48.75,0.219230769230756,33.4548611111111,17.4548611111111
2023-10-16,16,2023-10-16,0,46,1,1,"epischura_lacustris_male",9,9,0.991,NA,43.5,0.215909090909083,32.2859848484849,16.2859848484849
2023-10-16,16,2023-10-16,0,46,1,1,"leptodiaptomus_minutus",10,3,0.644,6,50.3833333333333,0.2153846153846,33.8333333333333,17.8333333333333
