"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-07-17,26.5,2023-07-17,0,20,1,1,"epischura_lacustris_male",1,3,0.897,NA,35.8833333333333,0.206643356643351,34.7847222222222,8.28472222222222
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus",2,7,0.665,5,31.8833333333333,0.210314685314673,33.9322916666667,7.43229166666666
2023-07-17,26.5,2023-07-17,0,20,1,1,"skistodiaptomus_oregonensis",3,1,1.046,NA,53.1833333333333,0.183391608391592,38.0416666666667,11.5416666666667
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus",4,8,0.797,NA,31.7166666666667,0.210314685314673,33.8958333333333,7.39583333333334
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus_male",5,4,0.67,NA,35.4,0.206643356643351,34.675,8.175
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus",6,6,0.684,NA,33.6666666666667,0.216608391608381,34.3154761904762,7.81547619047619
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus_male",7,2,0.582,NA,37.4333333333333,0.197377622377614,35.1041666666667,8.60416666666666
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus",8,5,0.686,11,34.6,0.21346153846153,34.5034722222222,8.00347222222222
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus_male",9,9,0.572,NA,31.0833333333333,0.210314685314673,33.7462121212121,7.24621212121212
2023-07-17,26.5,2023-07-17,0,20,1,1,"leptodiaptomus_minutus",10,10,0.723,4,28.4166666666667,0.205769230769218,33.1875,6.6875
