"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2024-02-08,3,2024-02-08,0,97,1,1,"senecella_calanoides_male",1,9,1.8,NA,28.8666666666667,0.336188811188804,17.1791666666667,14.1791666666667
2024-02-08,3,2024-02-08,0,97,1,1,"limnocalanus_macrurus_male",2,7,1.362,NA,31.1833333333333,0.329195804195801,18,15
2024-02-08,3,2024-02-08,0,97,1,1,"leptodiaptomus_sicilis",3,1,0.796,NA,69.6666666666667,0.269580419580407,30.0833333333333,27.0833333333333
2024-02-08,3,2024-02-08,0,97,1,1,"leptodiaptomus_sicilis",4,3,0.847,NA,60.1,0.300000000000002,27.3472222222222,24.3472222222222
2024-02-08,3,2024-02-08,0,97,1,1,"senecella_calanoides",5,6,2.297,NA,45.9333333333333,0.319055944055936,22.9642857142857,19.9642857142857
2024-02-08,3,2024-02-08,0,97,1,1,"leptodiaptomus_sicilis",6,2,0.784,NA,62.2166666666667,0.289685314685314,27.96875,24.96875
2024-02-08,3,2024-02-08,0,97,1,1,"limnocalanus_macrurus",7,8,1.411,NA,29.9666666666667,0.330244755244749,17.5393518518519,14.5393518518519
2024-02-08,3,2024-02-08,0,97,1,1,"senecella_calanoides_male",8,10,1.975,NA,24.8333333333333,0.360489510489508,15.8072916666667,12.8072916666667
2024-02-08,3,2024-02-08,0,97,1,1,"leptodiaptomus_sicilis",9,4,0.776,6,52.3333333333333,0.316433566433556,25.0041666666667,22.0041666666667
2024-02-08,3,2024-02-08,0,97,1,1,"senecella_calanoides",10,5,2.27,NA,46.4833333333333,0.314860139860129,23.1736111111111,20.1736111111111
