"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",1,10,1.121,7,64.8333333333333,0.189685314685315,25.1388888888889,13.6388888888889
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",2,3,1.009,NA,90.7333333333333,0.171328671328672,29.7552083333333,18.2552083333333
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",3,7,0.974,9,84.7833333333333,0.166783216783214,28.7265625,17.2265625
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_minutus_juvenile",4,9,0.615,NA,76.25,0.1791958041958,27.2291666666667,15.7291666666667
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",5,8,1.05,NA,82.3833333333333,0.174125874125873,28.3032407407407,16.8032407407407
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",6,4,0.953,6,90.4333333333333,0.171328671328672,29.6833333333333,18.1833333333333
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",7,5,0.998,NA,88.1,0.164335664335663,29.2951388888889,17.7951388888889
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",8,6,0.992,8,87.1666666666667,0.156818181818176,29.1488095238095,17.6488095238095
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_sicilis",9,1,1.008,NA,97.45,0.1793006993007,30.875,19.375
2023-11-07,11.5,2023-11-10,3,58,1,1,"leptodiaptomus_minutus",10,2,0.774,11,96.0166666666667,0.154370629370631,30.6041666666667,19.1041666666667
