"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis",1,3,0.84,NA,86.8166666666667,0.146678321678319,36.40625,17.40625
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis",2,4,0.741,NA,82.6666666666667,0.161713286713285,35.75,16.75
2023-09-27,19,2023-09-29,2,38,1,1,"leptodiaptomus_minutus",3,9,0.546,NA,66.6666666666667,0.18881118881118,33.0909090909091,14.0909090909091
2023-09-27,19,2023-09-29,2,38,1,1,"leptodiaptomus_minutus",4,7,0.652,8,71.2666666666667,0.157517482517468,33.8776041666667,14.8776041666667
2023-09-27,19,2023-09-29,2,38,1,1,"leptodiaptomus_minutus_male",5,10,0.792,NA,57.0833333333333,0.199999999999997,31.3663194444444,12.3663194444444
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis_male",6,5,0.73,NA,75.05,0.165909090909079,34.5208333333333,15.5208333333333
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis",7,8,0.813,NA,69.5333333333333,0.165559440559423,33.587962962963,14.587962962963
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis_juvenile",8,2,0.69,NA,88.3166666666667,0.149999999999997,36.6388888888889,17.6388888888889
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis",9,1,0.799,NA,92,0.162150349650351,37.1875,18.1875
2023-09-27,19,2023-09-29,2,38,1,1,"skistodiaptomus_oregonensis_juvenile",10,6,0.534,NA,72.2333333333333,0.159265734265722,34.0625,15.0625
