"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-09,17.5,2023-10-09,0,42,1,1,"skistodiaptomus_oregonensis",1,3,0.923,NA,52.3666666666667,0.147377622377608,36.8263888888889,19.3263888888889
2023-10-09,17.5,2023-10-09,0,42,1,1,"leptodiaptomus_minutus",2,10,0.66,6,23.4,0.194755244755237,31.8819444444444,14.3819444444444
2023-10-09,17.5,2023-10-09,0,42,1,1,"leptodiaptomus_minutus",3,8,0.637,4,28.4666666666667,0.174999999999988,32.8078703703704,15.3078703703704
2023-10-09,17.5,2023-10-09,0,42,1,1,"skistodiaptomus_oregonensis",4,2,0.932,NA,53.6833333333333,0.143531468531457,37.0104166666667,19.5104166666667
2023-10-09,17.5,2023-10-09,0,42,1,1,"skistodiaptomus_oregonensis",5,1,0.972,NA,55.2,0.123175990675985,37.2291666666667,19.7291666666667
2023-10-09,17.5,2023-10-09,0,42,1,1,"skistodiaptomus_oregonensis_juvenile",6,4,0.83,NA,38.15,0.168356643356633,34.5333333333333,17.0333333333333
2023-10-09,17.5,2023-10-09,0,42,1,1,"leptodiaptomus_minutus",7,7,0.64,6,29.0166666666667,0.183566433566418,32.9192708333333,15.4192708333333
2023-10-09,17.5,2023-10-09,0,42,1,1,"epischura_lacustris",8,5,1.172,NA,35.5166666666667,0.165559440559432,34.0833333333333,16.5833333333333
2023-10-09,17.5,2023-10-09,0,42,1,1,"leptodiaptomus_minutus",9,9,0.603,8,24.5,0.188636363636357,32.092803030303,14.592803030303
2023-10-09,17.5,2023-10-09,0,42,1,1,"leptodiaptomus_minutus",10,6,0.651,NA,33.7666666666667,0.172902097902089,33.7708333333333,16.2708333333333
