"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",1,4,0.832,16,50.4,0.159965034965019,38.1166666666667,12.1166666666667
2023-07-23,26,2023-07-23,0,21,1,1,"leptodiaptomus_minutus",2,8,0.736,NA,33.5,0.181818181818176,35.2666666666667,9.26666666666667
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",3,3,0.858,NA,51.8333333333333,0.162937062937045,38.3645833333333,12.3645833333333
2023-07-23,26,2023-07-23,0,21,1,1,"leptodiaptomus_minutus",4,10,0.715,6,19.9166666666667,0.201398601398589,32.7447916666667,6.74479166666666
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",5,7,0.995,NA,37.5833333333333,0.18776223776223,36.0052083333333,10.0052083333333
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",6,6,0.987,NA,46.3333333333333,0.165034965034953,37.4880952380952,11.4880952380952
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",7,5,0.949,25,47.65,0.155244755244745,37.6944444444444,11.6944444444444
2023-07-23,26,2023-07-23,0,21,1,1,"leptodiaptomus_minutus",8,9,0.714,7,23.0166666666667,0.189510489510479,33.3352272727273,7.33522727272727
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",9,1,1.028,NA,54.3,0.170437062937047,38.75,12.75
2023-07-23,26,2023-07-23,0,21,1,1,"skistodiaptomus_oregonensis",10,2,1.029,28,52.6166666666667,0.172727272727254,38.5,12.5
