"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis_male",1,9,0.659,NA,61.1666666666667,0.25821678321678,23.9109848484848,20.4109848484848
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis",2,4,0.791,NA,85,0.227709790209791,29.7416666666667,26.2416666666667
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis",3,3,0.875,5,85.6,0.22395104895105,29.8819444444444,26.3819444444444
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis",4,2,0.841,4,87.0333333333333,0.220979020979026,30.21875,26.71875
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis_male",5,10,0.756,NA,56.4333333333333,0.254545454545455,22.6579861111111,19.1579861111111
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis_juvenile",6,6,0.6,NA,76.2333333333333,0.238286713286706,27.6785714285714,24.1785714285714
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis_male",7,7,0.902,NA,65.8333333333333,0.237762237762235,25.1041666666667,21.6041666666667
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis",8,5,0.711,NA,79.5333333333333,0.228671328671324,28.4756944444444,24.9756944444444
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis",9,1,0.857,NA,91.2833333333333,0.228284215784224,31.1458333333333,27.6458333333333
2024-02-27,3.5,2024-03-01,3,104,1,1,"leptodiaptomus_sicilis_male",10,8,0.636,NA,63.1166666666667,0.244580419580417,24.4074074074074,20.9074074074074
