"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_minutus",1,4,0.631,4,79,0.226398601398593,30.0333333333333,21.0333333333333
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_minutus",2,9,0.669,7,75.2,0.229020979020962,29.15625,20.15625
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis_male",3,6,0.928,NA,77.8833333333333,0.225874125874112,29.7559523809524,20.7559523809524
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis",4,8,1.017,5,75.6333333333333,0.229020979020962,29.2615740740741,20.2615740740741
2023-11-13,9,2023-11-14,1,60,1,1,"skistodiaptomus_oregonensis",5,5,0.84,NA,78.7666666666667,0.230419580419571,29.96875,20.96875
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis",6,7,0.931,3,76.35,0.227797202797189,29.4270833333333,20.4270833333333
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_minutus",7,2,0.67,9,79.65,0.223251748251741,30.1805555555556,21.1805555555556
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis_male",8,10,0.923,NA,72.3,0.238286713286702,28.4981060606061,19.4981060606061
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis",9,1,0.959,NA,80.95,0.214335664335659,30.4791666666667,21.4791666666667
2023-11-13,9,2023-11-14,1,60,1,1,"leptodiaptomus_sicilis",10,3,0.955,6,79.3666666666667,0.223251748251741,30.0972222222222,21.0972222222222
