"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",1,7,0.873,17,35.05,0.169755244755236,37.0364583333333,15.0364583333333
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",2,5,0.845,15,36.1166666666667,0.173251748251741,37.2256944444444,15.2256944444444
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",3,4,0.931,NA,36.45,0.173251748251741,37.2916666666667,15.2916666666667
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",4,1,0.953,NA,40.4333333333333,0.182843822843812,38,16
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",5,2,0.884,NA,39.1833333333333,0.173251748251735,37.7708333333333,15.7708333333333
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",6,3,0.9,NA,36.95,0.173251748251741,37.3958333333333,15.3958333333333
2023-09-12,22,2023-09-13,1,30,1,1,"leptodiaptomus_minutus",7,10,0.617,NA,19.6666666666667,0.196853146853133,34.1770833333333,12.1770833333333
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",8,6,0.892,16,35.8,0.169755244755236,37.1636904761905,15.1636904761905
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",9,8,0.902,NA,34.6833333333333,0.168706293706283,36.9583333333333,14.9583333333333
2023-09-12,22,2023-09-13,1,30,1,1,"skistodiaptomus_oregonensis",10,9,0.851,15,33.8666666666667,0.161713286713273,36.81875,14.81875
