"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis_male",1,4,0.788,NA,75.05,0.0809440559440438,36.984375,16.484375
2023-10-04,20.5,2023-10-06,2,41,1,1,"leptodiaptomus_minutus",2,10,0.592,4,50.8833333333333,0.214685314685303,32.7859848484849,12.2859848484849
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis",3,6,0.939,NA,69.1333333333333,0.179545454545441,36.2023809523809,15.7023809523809
2023-10-04,20.5,2023-10-06,2,41,1,1,"leptodiaptomus_minutus",4,8,0.649,NA,54.0166666666667,0.20437062937062,33.4097222222222,12.9097222222222
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis_male",5,7,0.779,NA,65.2,0.176748251748245,35.4765625,14.9765625
2023-10-04,20.5,2023-10-06,2,41,1,1,"leptodiaptomus_minutus",6,9,0.665,NA,53.25,0.201573426573416,33.2575757575758,12.7575757575758
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis_juvenile",7,5,0.786,NA,72.4666666666667,0.164160839160829,36.7875,16.2875
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis",8,1,0.884,NA,78.5,0.0452797202797054,37.2083333333333,16.7083333333333
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis",9,2,0.82,NA,76.3333333333333,0.0541958041957922,36.9652777777778,16.4652777777778
2023-10-04,20.5,2023-10-06,2,41,1,1,"skistodiaptomus_oregonensis_juvenile",10,3,0.658,NA,75.5,0.0809440559440438,36.9322916666667,16.4322916666667
