"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-06-19,17,2023-06-19,0,8,1,1,"epischura_lacustris_male",1,6,1.028,NA,64.25,0.202622377622375,32.8303571428571,15.8303571428571
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",2,8,0.616,NA,62.0333333333333,0.197552447552444,32.3680555555556,15.3680555555556
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",3,10,0.645,NA,50.4833333333333,0.21083916083915,30.0034722222222,13.0034722222222
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",4,3,0.728,NA,66.3333333333333,0.208566433566429,33.2760416666667,16.2760416666667
2023-06-19,17,2023-06-19,0,8,1,1,"epischura_lacustris",5,7,1.158,NA,62.9833333333333,0.197552447552444,32.5740740740741,15.5740740740741
2023-06-19,17,2023-06-19,0,8,1,1,"epischura_lacustris",6,1,1.3,NA,70.2333333333333,0.185314685314669,34.0416666666667,17.0416666666667
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",7,9,0.627,6,56.9833333333333,0.211538461538459,31.3522727272727,14.3522727272727
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",8,2,0.745,10,66.9666666666667,0.208566433566429,33.4166666666667,16.4166666666667
2023-06-19,17,2023-06-19,0,8,1,1,"epischura_lacustris_juvenile",9,5,0.94,NA,65.55,0.209090909090907,33.1041666666667,16.1041666666667
2023-06-19,17,2023-06-19,0,8,1,1,"leptodiaptomus_minutus",10,4,0.746,14,66,0.21284965034965,33.2041666666667,16.2041666666667
