"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis",1,8,0.804,NA,93.4166666666667,0.194230769230772,29.975,20.475
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",2,4,0.785,NA,98.2166666666667,0.163811188811192,30.8645833333333,21.3645833333333
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",3,3,0.678,NA,98.7166666666667,0.163811188811192,30.9583333333333,21.4583333333333
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",4,9,0.696,NA,85.9166666666667,0.18968531468531,28.5852272727273,19.0852272727273
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",5,2,0.65,NA,99.4666666666667,0.163426573426575,31.1145833333333,21.6145833333333
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis",6,7,0.766,NA,95.6333333333333,0.176573426573427,30.3776041666667,20.8776041666667
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",7,6,0.764,NA,96.5333333333333,0.16888111888112,30.5535714285714,21.0535714285714
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",8,10,0.754,NA,81.6666666666667,0.193706293706294,27.765625,18.265625
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_male",9,1,0.765,NA,99.5,0.163426573426575,31.125,21.625
2023-12-27,9.5,2023-12-27,0,77,1,1,"leptodiaptomus_sicilis_juvenile",10,5,0.484,NA,97.45,0.171503496503499,30.7152777777778,21.2152777777778
