"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",1,5,0.765,NA,76.4,0.243706293706283,26.2569444444444,22.2569444444444
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",2,4,0.74,NA,82.45,0.232342657342658,27.6302083333333,23.6302083333333
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis",3,7,0.762,NA,65.7833333333333,0.261538461538462,23.6380208333333,19.6380208333333
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",4,9,0.766,NA,58.0166666666667,0.268181818181819,21.6193181818182,17.6193181818182
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",5,3,0.785,NA,83.05,0.224475524475524,27.7847222222222,23.7847222222222
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",6,2,0.769,NA,83.5666666666667,0.224475524475524,27.9027777777778,23.9027777777778
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",7,1,0.782,NA,94.2333333333333,NA,NA,NA
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis",8,6,0.818,NA,66.9833333333333,0.265734265734264,23.9791666666667,19.9791666666667
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",9,8,0.735,NA,63.1,0.256118881118886,22.9583333333333,18.9583333333333
2024-03-20,4,2024-03-22,2,113,1,1,"leptodiaptomus_sicilis_male",10,10,0.727,NA,57.05,0.268006993006994,21.3522727272727,17.3522727272727
