"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_juvenile",1,10,0.7,NA,112.066666666667,0.144405594405583,28.2100694444444,18.7100694444444
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_male",2,6,0.665,NA,118.583333333333,0.151223776223763,29.1339285714286,19.6339285714286
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis",3,7,0.718,NA,117.783333333333,0.14877622377621,28.9973958333333,19.4973958333333
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis",4,1,0.72,NA,122.1,0.129335664335658,29.6458333333333,20.1458333333333
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_male",5,2,0.705,NA,121.416666666667,0.150174825174812,29.53125,20.03125
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis",6,4,0.738,NA,120.416666666667,0.144230769230755,29.3958333333333,19.8958333333333
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_juvenile",7,3,0.61,NA,120.883333333333,0.144230769230755,29.4652777777778,19.9652777777778
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_male",8,5,0.657,NA,119.65,0.14982517482516,29.2951388888889,19.7951388888889
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis",9,9,0.896,NA,115.683333333333,0.143706293706282,28.6950757575758,19.1950757575758
2023-12-27,9.5,2023-12-28,1,78,1,1,"leptodiaptomus_sicilis_juvenile",10,8,0.689,NA,116.65,0.144055944055932,28.8375,19.3375
