"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-24,14,2023-10-25,1,49,1,1,"epischura_lacustris",1,7,1.173,NA,74.6333333333333,0.182167832167821,32.5703125,18.5703125
2023-10-24,14,2023-10-25,1,49,1,1,"epischura_lacustris_male",2,8,1.059,NA,73.75,0.178146853146841,32.40625,18.40625
2023-10-24,14,2023-10-25,1,49,1,1,"leptodiaptomus_minutus",3,9,0.7,NA,69.5666666666667,0.186888111888099,31.6174242424242,17.6174242424242
2023-10-24,14,2023-10-25,1,49,1,1,"limnocalanus_macrurus",4,10,1.458,NA,41.7833333333333,0.236713286713283,25.8784722222222,11.8784722222222
2023-10-24,14,2023-10-25,1,49,1,1,"leptodiaptomus_sicilis",5,6,0.975,9,74.85,0.182167832167821,32.6309523809524,18.6309523809524
2023-10-24,14,2023-10-25,1,49,1,1,"skistodiaptomus_oregonensis",6,3,0.955,NA,93,0.172421328671328,35.8645833333333,21.8645833333333
2023-10-24,14,2023-10-25,1,49,1,1,"skistodiaptomus_oregonensis",7,1,0.916,21,98.2166666666667,0.150174825174824,36.7083333333333,22.7083333333333
2023-10-24,14,2023-10-25,1,49,1,1,"epischura_lacustris_juvenile",8,5,0.95,NA,77.1666666666667,0.187412587412576,33.0729166666667,19.0729166666667
2023-10-24,14,2023-10-25,1,49,1,1,"skistodiaptomus_oregonensis",9,4,0.877,NA,90.5333333333333,0.171328671328674,35.4291666666667,21.4291666666667
2023-10-24,14,2023-10-25,1,49,1,1,"skistodiaptomus_oregonensis",10,2,0.944,NA,93.85,0.174300699300695,36.03125,22.03125
