"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",1,8,0.641,NA,66.6,0.173776223776217,32.2916666666667,14.7916666666667
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",2,10,0.584,NA,60.8333333333333,0.189685314685312,31.234375,13.734375
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",3,5,0.613,4,69.8166666666667,0.174475524475513,32.90625,15.40625
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",4,7,0.641,8,67.4833333333333,0.16853146853146,32.4606481481481,14.9606481481481
2023-10-09,17.5,2023-10-12,3,43,1,1,"skistodiaptomus_oregonensis",5,3,0.911,NA,94.7666666666667,0.151748251748245,37.0555555555556,19.5555555555556
2023-10-09,17.5,2023-10-12,3,43,1,1,"skistodiaptomus_oregonensis",6,1,0.921,NA,97.4333333333333,0.136258741258737,37.4375,19.9375
2023-10-09,17.5,2023-10-12,3,43,1,1,"skistodiaptomus_oregonensis_juvenile",7,4,0.75,NA,93.5333333333333,0.154195804195797,36.8625,19.3625
2023-10-09,17.5,2023-10-12,3,43,1,1,"skistodiaptomus_oregonensis",8,2,0.885,NA,96.4166666666667,0.147552447552443,37.2916666666667,19.7916666666667
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",9,9,0.636,NA,63.1833333333333,0.194230769230768,31.6666666666667,14.1666666666667
2023-10-09,17.5,2023-10-12,3,43,1,1,"leptodiaptomus_minutus",10,6,0.688,5,68.5166666666667,0.165734265734254,32.6488095238095,15.1488095238095
