"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-10-24,14,2023-10-26,2,50,1,1,"epischura_lacustris",1,2,1.017,NA,78.6166666666667,0.193356643356634,33.9895833333333,19.9895833333333
2023-10-24,14,2023-10-26,2,50,1,1,"leptodiaptomus_sicilis",2,9,1.014,4,63.25,0.230769230769231,30.6515151515152,16.6515151515152
2023-10-24,14,2023-10-26,2,50,1,1,"epischura_lacustris",3,3,1.117,NA,77.8166666666667,0.199125874125862,33.8125,19.8125
2023-10-24,14,2023-10-26,2,50,1,1,"skistodiaptomus_oregonensis",4,1,0.999,24,84.4666666666667,0.192867132867126,35.0833333333333,21.0833333333333
2023-10-24,14,2023-10-26,2,50,1,1,"epischura_lacustris",5,8,1.2,NA,74.1166666666667,0.20961538461537,33.037037037037,19.037037037037
2023-10-24,14,2023-10-26,2,50,1,1,"leptodiaptomus_sicilis",6,7,0.981,NA,74.8666666666667,0.20961538461537,33.1927083333333,19.1927083333333
2023-10-24,14,2023-10-26,2,50,1,1,"epischura_lacustris",7,6,1.079,NA,75.5,0.204370629370614,33.3273809523809,19.3273809523809
2023-10-24,14,2023-10-26,2,50,1,1,"leptodiaptomus_sicilis",8,5,1.01,NA,76.1833333333333,0.197552447552433,33.4618055555556,19.4618055555556
2023-10-24,14,2023-10-26,2,50,1,1,"leptodiaptomus_sicilis",9,4,0.98,NA,76.7,0.197552447552433,33.5885416666667,19.5885416666667
2023-10-24,14,2023-10-26,2,50,1,1,"leptodiaptomus_sicilis",10,10,1.011,NA,59.1833333333333,0.236888111888107,29.734375,15.734375
