"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2024-01-24,3,2024-01-31,7,95,1,1,"limnocalanus_macrurus",1,10,1.396,NA,28.4833333333333,0.251398601398591,24.5815972222222,21.5815972222222
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",2,4,0.786,NA,52.7833333333333,0.206818181818169,30.3072916666667,27.3072916666667
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",3,2,0.75,NA,55.35,0.21101398601398,30.8958333333333,27.8958333333333
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",4,1,0.778,3,55.8666666666667,0.21101398601398,31.0208333333333,28.0208333333333
2024-01-24,3,2024-01-31,7,95,1,1,"limnocalanus_macrurus_male",5,9,1.354,NA,29.1333333333333,0.252972027972016,24.7520833333333,21.7520833333333
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",6,7,0.853,NA,47.6666666666667,0.237762237762225,29.1574074074074,26.1574074074074
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",7,6,0.79,NA,49.9166666666667,0.225874125874113,29.6636904761905,26.6636904761905
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",8,8,0.984,NA,46.8333333333333,0.230069930069919,28.9625,25.9625
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",9,5,0.82,NA,52.3666666666667,0.206818181818169,30.2152777777778,27.2152777777778
2024-01-24,3,2024-01-31,7,95,1,1,"leptodiaptomus_sicilis",10,3,0.802,NA,54.2833333333333,0.213636363636355,30.6388888888889,27.6388888888889
