"sp_name","parameter","correlation","p.value","ci_low","ci_high","sig","duration"
"Senecella calanoides","med",0.486411837169138,0.00109025924158736,0.214137696490456,0.688550740460778,"Sig.",10
"Senecella calanoides","min",0.445086672152562,0.0031416853855572,0.16323737786712,0.659767462967052,"Sig.",10
"Senecella calanoides","range",0.418936472333772,0.00575592584970988,0.131785026399446,0.641222320993092,"Sig.",10
"Senecella calanoides","var",0.302985926758707,0.0511244260319285,-0.00104132664237183,0.555740823994432,"Non Sig.",10
"Skistodiaptomus sp","max",0.779356945868374,2.31921176057382e-57,0.7282026607074,0.82187592197209,"Sig.",10
"Skistodiaptomus sp","mean",0.743275490783859,1.4118685671844e-49,0.685235798831715,0.791934493410668,"Sig.",10
"Skistodiaptomus sp","mean_max",0.761719673729671,2.20516872380619e-53,0.707149317939561,0.807269297914103,"Sig.",10
"Skistodiaptomus sp","mean_min",0.717239912049963,9.98431088804484e-45,0.654480780550208,0.770183093826242,"Sig.",10
"Skistodiaptomus sp","mean_range",0.252876832003083,2.20002929101881e-05,0.138742852909356,0.360381322625808,"Sig.",10
"Skistodiaptomus sp","med",0.739182024768849,8.92436408723311e-49,0.680386562482854,0.788522773411254,"Sig.",10
"Skistodiaptomus sp","min",0.634799297623476,2.00435954048203e-32,0.558447231081044,0.700486148869235,"Sig.",10
"Skistodiaptomus sp","range",0.134578683175165,0.025632720051285,0.0165583123976618,0.248900514880283,"Sig.",10
"Skistodiaptomus sp","var",0.119847710239428,0.0470823369015745,0.00158624265863201,0.234803081666644,"Sig.",10
"Epischura lacustris","max",0.87591631480915,2.01148311310221e-33,0.821353910857179,0.914595583914339,"Sig.",11
"Epischura lacustris","mean",0.855345283649419,2.54115749181382e-30,0.792736741950549,0.900095437845267,"Sig.",11
"Epischura lacustris","mean_max",0.860258862878335,5.12418384451475e-31,0.799547219260776,0.90356796532495,"Sig.",11
"Epischura lacustris","mean_min",0.842604755646454,1.24364831556723e-28,0.775150215434232,0.891064883888014,"Sig.",11
"Epischura lacustris","mean_range",0.18780248898249,0.0587323832932112,-0.00692534124251363,0.368807478400995,"Non Sig.",11
"Epischura lacustris","med",0.849629265801624,1.5219475788307e-29,0.784833662305785,0.89604864395483,"Sig.",11
"Epischura lacustris","min",0.79160308894256,4.04109627319871e-23,0.705781011370359,0.854526287964983,"Sig.",11
"Epischura lacustris","range",0.20257948294788,0.0411554369998087,0.00843697436584893,0.382004684878567,"Sig.",11
"Epischura lacustris","var",0.190226877863512,0.055486786975095,-0.00441120884040744,0.370977695144558,"Non Sig.",11
"Leptodiaptomus minutus","max",0.737942513952132,6.11064207479572e-57,0.683978530609417,0.783874244671483,"Sig.",11
"Leptodiaptomus minutus","mean",0.7218383790714,2.06364874290861e-53,0.665197014090268,0.770219546618317,"Sig.",11
"Leptodiaptomus minutus","mean_max",0.732889599695178,8.33338482534559e-56,0.678077835808868,0.779594655500177,"Sig.",11
"Leptodiaptomus minutus","mean_min",0.711302995833604,3.09856287814168e-51,0.652948739129342,0.761262529651385,"Sig.",11
"Leptodiaptomus minutus","mean_range",0.242471556432985,1.01638420581726e-05,0.137134393238317,0.3423860220515,"Sig.",11
"Leptodiaptomus minutus","med",0.722852462009926,1.25842111715194e-53,0.666377581843766,0.771080698216072,"Sig.",11
"Leptodiaptomus minutus","min",0.664560085434391,1.19302838949039e-42,0.598971779104603,0.721291169684417,"Sig.",11
"Leptodiaptomus minutus","range",0.295435748721092,6.00269320396523e-08,0.192677976011782,0.391784145650639,"Sig.",11
"Leptodiaptomus minutus","var",0.253211403621211,3.9191146956405e-06,0.148343989737606,0.352447604829648,"Sig.",11
"Leptodiaptomus sicilis","max",0.24610190669493,4.41434152916476e-08,0.160311210480645,0.32820228224899,"Sig.",11
"Leptodiaptomus sicilis","mean",0.240174542514221,9.42143805369282e-08,0.154167181854082,0.322569497174093,"Sig.",11
"Leptodiaptomus sicilis","mean_max",0.244043642714758,5.75661087656142e-08,0.158176956561351,0.326246971705478,"Sig.",11
"Leptodiaptomus sicilis","mean_min",0.236587795032674,1.47644460766958e-07,0.150452554517208,0.319158168028503,"Sig.",11
"Leptodiaptomus sicilis","mean_range",0.108224643378725,0.0174619743851554,0.0190948060132325,0.195647914868308,"Sig.",11
"Leptodiaptomus sicilis","med",0.237574189531987,1.30578567882306e-07,0.151473874964766,0.320096533938667,"Sig.",11
"Leptodiaptomus sicilis","min",0.225512583200636,5.65192146238961e-07,0.1389978024802,0.308611093927732,"Sig.",11
"Leptodiaptomus sicilis","range",0.193259655436488,1.93515643060497e-05,0.105770946028282,0.277779349847652,"Sig.",11
"Leptodiaptomus sicilis","var",0.210683176776794,3.07259574719268e-06,0.123696368550614,0.294456778976442,"Sig.",11
"Limnocalanus macrurus","max",0.513499547909095,4.28146022021112e-07,0.338446487228845,0.654199364365062,"Sig.",11
"Limnocalanus macrurus","mean",0.523581664339147,2.3062645318864e-07,0.350599791779218,0.662016792861319,"Sig.",11
"Limnocalanus macrurus","mean_max",0.520801780775038,2.74068952512988e-07,0.347243003992319,0.659864342009144,"Sig.",11
"Limnocalanus macrurus","mean_min",0.527666963582331,1.78459893751198e-07,0.355540984529071,0.665175882534849,"Sig.",11
"Limnocalanus macrurus","mean_range",0.240198684603094,0.0259047339275147,0.0298420919092691,0.430181152353301,"Sig.",11
"Limnocalanus macrurus","med",0.517991733019442,3.25797766715287e-07,0.343854306344458,0.657686213057818,"Sig.",11
"Limnocalanus macrurus","min",0.541004638575571,7.54324194246552e-08,0.371740239616034,0.675455512829348,"Sig.",11
"Limnocalanus macrurus","range",0.242377420933778,0.0245465743455796,0.0321532928997582,0.432064586759677,"Sig.",11
"Limnocalanus macrurus","var",0.27028857860803,0.0118389251717925,0.0619616441829671,0.456047225098387,"Sig.",11
"Senecella calanoides","max",0.48100351053912,0.00126174085094758,0.207391076672965,0.684819677756861,"Sig.",11
"Senecella calanoides","mean",0.470312000009382,0.00167257959306407,0.194130092816461,0.677412307278537,"Sig.",11
"Senecella calanoides","mean_max",0.484011697604003,0.00116362063999134,0.211140431605375,0.686896266843635,"Sig.",11
"Senecella calanoides","mean_min",0.46463072666287,0.0019357872832022,0.187124279890903,0.67345900264397,"Sig.",11
"Senecella calanoides","mean_range",0.50243655163336,0.000697186645031239,0.234281422367669,0.699543296521143,"Sig.",11
"Senecella calanoides","med",0.481815697867335,0.00123455074422496,0.20840258205939,0.685380667215844,"Sig.",11
"Senecella calanoides","min",0.445086672152562,0.0031416853855572,0.16323737786712,0.659767462967052,"Sig.",11
"Senecella calanoides","range",0.423065814508526,0.00524729386486435,0.136713478621866,0.644168125416821,"Sig.",11
"Senecella calanoides","var",0.293003993100202,0.0596812128771429,-0.0119956144102844,0.548123275755294,"Non Sig.",11
"Skistodiaptomus sp","max",0.773311195215673,5.88034613856787e-56,0.720975049374626,0.816875314460155,"Sig.",11
"Skistodiaptomus sp","mean",0.738210221754055,1.37555346684395e-48,0.679236092707139,0.787712372957347,"Sig.",11
"Skistodiaptomus sp","mean_max",0.756977404102944,2.26235454583115e-52,0.701505001546739,0.803332360056301,"Sig.",11
"Skistodiaptomus sp","mean_min",0.71208435405639,7.85779156620723e-44,0.648415215920561,0.76586123122697,"Sig.",11
"Skistodiaptomus sp","mean_range",0.267608464631314,6.79821198992136e-06,0.154205704977122,0.374052248537584,"Sig.",11
"Skistodiaptomus sp","med",0.736048306023834,3.57687151470281e-48,0.676677746197869,0.785908905723192,"Sig.",11
"Skistodiaptomus sp","min",0.631929838100592,4.6102991683491e-32,0.555141104869304,0.698037473587139,"Sig.",11
"Skistodiaptomus sp","range",0.157230089989238,0.00900790608734097,0.0396841739375723,0.270483644394361,"Sig.",11
"Skistodiaptomus sp","var",0.128860607521184,0.0326719693178386,0.0107403593521585,0.243434104535875,"Sig.",11
"Epischura lacustris","max",0.877842016791215,9.66550941403814e-34,0.8240469636749,0.915947903586583,"Sig.",12
"Epischura lacustris","mean",0.852515859319439,6.22197502171098e-30,0.788822091207344,0.898093242650032,"Sig.",12
"Epischura lacustris","mean_max",0.85857997500626,8.91612919641258e-31,0.797218435759833,0.902382100337888,"Sig.",12
"Epischura lacustris","mean_min",0.839502607968473,3.04428695845899e-28,0.770883899435326,0.888860241361835,"Sig.",12
"Epischura lacustris","mean_range",0.184540220508174,0.063343028166862,-0.0103044883984147,0.365884107431011,"Non Sig.",12
"Epischura lacustris","med",0.847358351979658,3.03626912522425e-29,0.781699690986975,0.894438751322293,"Sig.",12
"Epischura lacustris","min",0.780856249392261,3.74538411818126e-22,0.691370806624658,0.846746773500299,"Sig.",12
"Epischura lacustris","range",0.215560811620166,0.0295646087565486,0.0220085383332351,0.39353813095314,"Sig.",12
"Epischura lacustris","var",0.204237198878425,0.0394913720927619,0.0101660889597973,0.383480625655527,"Sig.",12
"Leptodiaptomus minutus","max",0.737710377354813,6.89910150027756e-57,0.683707291175241,0.783677731093329,"Sig.",12
"Leptodiaptomus minutus","mean",0.719055403925591,7.92992375828625e-53,0.661958604549672,0.767855358357111,"Sig.",12
"Leptodiaptomus minutus","mean_max",0.731212675073334,1.9575138883282e-55,0.676121116204422,0.778173411797059,"Sig.",12
"Leptodiaptomus minutus","mean_min",0.707392656181891,1.8805539742651e-50,0.648410391430065,0.757933162102662,"Sig.",12
"Leptodiaptomus minutus","mean_range",0.256680596588549,2.85404700740499e-06,0.151970688755794,0.35569280938455,"Sig.",12
"Leptodiaptomus minutus","med",0.721448827482664,2.49401764625337e-53,0.664743584011032,0.769888695435499,"Sig.",12
"Leptodiaptomus minutus","min",0.644917190465667,1.73209625829294e-39,0.57646537622375,0.704380376805059,"Sig.",12
"Leptodiaptomus minutus","range",0.300874774258087,3.32655030764538e-08,0.198419413462473,0.396825705850295,"Sig.",12
"Leptodiaptomus minutus","var",0.265767001138696,1.21689187041555e-06,0.161483011017961,0.364181249398242,"Sig.",12
"Leptodiaptomus sicilis","max",0.245800178905409,4.59021458387823e-08,0.159998292886576,0.327915690750029,"Sig.",12
"Leptodiaptomus sicilis","mean",0.240050442138637,9.57016652751247e-08,0.154038616255213,0.322451501956324,"Sig.",12
"Leptodiaptomus sicilis","mean_max",0.244211187856665,5.63403941018947e-08,0.158350657383081,0.326406162619041,"Sig.",12
"Leptodiaptomus sicilis","mean_min",0.23671296400127,1.45365338473593e-07,0.150582145245341,0.319277251357471,"Sig.",12
"Leptodiaptomus sicilis","mean_range",0.102967347082223,0.0237754345208424,0.0137796631672073,0.190529556320492,"Sig.",12
"Leptodiaptomus sicilis","med",0.238532730680402,1.15826609779829e-07,0.152466531996235,0.321008247609806,"Sig.",12
"Leptodiaptomus sicilis","min",0.219605918980319,1.12520318282251e-06,0.132898171952232,0.302977730199826,"Sig.",12
"Leptodiaptomus sicilis","range",0.195731517951076,1.50495441490486e-05,0.108310556472744,0.280148470081072,"Sig.",12
"Leptodiaptomus sicilis","var",0.223950495600601,6.79325261345031e-07,0.137384043925316,0.307121850652793,"Sig.",12
"Limnocalanus macrurus","max",0.525860140829392,1.99975359353196e-07,0.35335443482548,0.663779305324309,"Sig.",12
"Limnocalanus macrurus","mean",0.524569119486896,2.16832394046983e-07,0.351793242487265,0.662780825518785,"Sig.",12
"Limnocalanus macrurus","mean_max",0.522468139894661,2.47179266755867e-07,0.349254645792506,0.661154870156538,"Sig.",12
"Limnocalanus macrurus","mean_min",0.527066083848431,1.85358708752582e-07,0.354813613066998,0.664711541434877,"Sig.",12
"Limnocalanus macrurus","mean_range",0.248934305866986,0.0208189083202224,0.0391224194337252,0.437722798130614,"Sig.",12
"Limnocalanus macrurus","med",0.517411330777213,3.37577299017479e-07,0.343154951363822,0.657236039447947,"Sig.",12
"Limnocalanus macrurus","min",0.524661006299026,2.15589393204364e-07,0.351904326616917,0.662851907305923,"Sig.",12
"Limnocalanus macrurus","range",0.27385657879695,0.0107273958891603,0.0657991509758652,0.459093699753013,"Sig.",12
"Limnocalanus macrurus","var",0.276459387955247,0.00997509524923754,0.0686024494481806,0.461313318067903,"Sig.",12
"Senecella calanoides","max",0.479613294409101,0.00130951746111653,0.205661045754474,0.683858874506952,"Sig.",12
"Senecella calanoides","mean",0.470013561785345,0.0016855741361321,0.19376137388848,0.677204936815366,"Sig.",12
"Senecella calanoides","mean_max",0.483034363621939,0.00119472830171711,0.209921417330891,0.686221964115383,"Sig.",12
"Senecella calanoides","mean_min",0.463876883221426,0.00197332564045049,0.186196800930973,0.672933542754674,"Sig.",12
"Senecella calanoides","mean_range",0.496521248301665,0.000824383604573909,0.226818735025707,0.695496378307102,"Sig.",12
"Senecella calanoides","med",0.475583347999751,0.00145720804211245,0.200655704620294,0.681069697687427,"Sig.",12
"Senecella calanoides","min",0.454276521428284,0.0025107250393621,0.174428277785683,0.666223191482198,"Sig.",12
"Senecella calanoides","range",0.375809948410296,0.0141797229449222,0.0811472627431944,0.61005999488967,"Sig.",12
"Senecella calanoides","var",0.252413155454925,0.106811411400551,-0.0557988881612627,0.516704845844714,"Non Sig.",12
"Skistodiaptomus sp","max",0.77105763685045,1.91287928427188e-55,0.718283861645612,0.81500965714711,"Sig.",12
"Skistodiaptomus sp","mean",0.73384150663096,9.39622029343314e-48,0.674067763442282,0.784067121287755,"Sig.",12
"Skistodiaptomus sp","mean_max",0.752832513928052,1.65748275356088e-51,0.69657738750054,0.799888033284049,"Sig.",12
"Skistodiaptomus sp","mean_min",0.70783623006207,4.15792691331063e-43,0.643423323543448,0.762296408135598,"Sig.",12
"Skistodiaptomus sp","mean_range",0.284856666869353,1.56967912961894e-06,0.172380910346545,0.389999972594754,"Sig.",12
"Skistodiaptomus sp","med",0.733953005736817,8.95078061749201e-48,0.674199597701233,0.784160199140084,"Sig.",12
"Skistodiaptomus sp","min",0.623953171715928,4.4634672561816e-31,0.545963300977708,0.691222391600098,"Sig.",12
"Skistodiaptomus sp","range",0.226763072206634,0.000148935976161972,0.111468987383003,0.336033782880472,"Sig.",12
"Skistodiaptomus sp","var",0.142790694088256,0.0178226006556245,0.0249277660117585,0.256738376210543,"Sig.",12
"Epischura lacustris","max",0.88331821193958,1.12172158154018e-34,0.831718615436283,0.919788824502966,"Sig.",13
"Epischura lacustris","mean",0.850043636286032,1.34009870811271e-29,0.785405871467832,0.896342267180168,"Sig.",13
"Epischura lacustris","mean_max",0.857305396805939,1.35126313125933e-30,0.795451688410098,0.901481372074713,"Sig.",13
"Epischura lacustris","mean_min",0.836413443761535,7.28663619425121e-28,0.766641548412921,0.886662552386187,"Sig.",13
"Epischura lacustris","mean_range",0.190923515606745,0.0545818938385755,-0.00368832828863809,0.371600932662626,"Non Sig.",13
"Epischura lacustris","med",0.845955083850248,4.62653648903087e-29,0.779764769078649,0.893443338299845,"Sig.",13
"Epischura lacustris","min",0.776692405940991,8.58291352463727e-22,0.685806669452793,0.843725021398662,"Sig.",13
"Epischura lacustris","range",0.237205600111723,0.01637266886938,0.04479722307238,0.412644964193192,"Sig.",13
"Epischura lacustris","var",0.219139784329732,0.0269046867400502,0.0257628266400047,0.396708098035765,"Sig.",13
"Leptodiaptomus minutus","max",0.736928298083684,1.0374068427029e-56,0.682793582383219,0.783015599747277,"Sig.",13
"Leptodiaptomus minutus","mean",0.716329654619309,2.91780950196515e-52,0.658788850870752,0.765538495239633,"Sig.",13
"Leptodiaptomus minutus","mean_max",0.729206189680848,5.39286965664695e-55,0.673780869353655,0.776472223224429,"Sig.",13
"Leptodiaptomus minutus","mean_min",0.703815167781624,9.53879835570004e-50,0.64426202043944,0.754884884867405,"Sig.",13
"Leptodiaptomus minutus","mean_range",0.255499067785778,3.18119985496956e-06,0.15073520024696,0.354587834014112,"Sig.",13
"Leptodiaptomus minutus","med",0.720768444016507,3.46931516711403e-53,0.663951731771684,0.76931077453094,"Sig.",13
"Leptodiaptomus minutus","min",0.642231524857283,4.49742102938241e-39,0.573396248689549,0.702062999254622,"Sig.",13
"Leptodiaptomus minutus","range",0.306380661751234,1.80740745435514e-08,0.204238600976408,0.401923352306118,"Sig.",13
"Leptodiaptomus minutus","var",0.272888476945152,6.10088230331413e-07,0.168951869749327,0.370822660369164,"Sig.",13
"Leptodiaptomus sicilis","max",0.245786925305824,4.59809317919264e-08,0.159984548162532,0.327903101675819,"Sig.",13
"Leptodiaptomus sicilis","mean",0.240106789196435,9.502358535253e-08,0.154096990360834,0.32250507731992,"Sig.",13
"Leptodiaptomus sicilis","mean_max",0.244672516864698,5.30943049063322e-08,0.158828963279092,0.326844464492258,"Sig.",13
"Leptodiaptomus sicilis","mean_min",0.236513047699463,1.49021875977488e-07,0.150375168047098,0.319087053621985,"Sig.",13
"Leptodiaptomus sicilis","mean_range",0.108215261451002,0.0174717881300699,0.0190853163660147,0.19563878512271,"Sig.",13
"Leptodiaptomus sicilis","med",0.238848870802492,1.113239085555e-07,0.15279396209338,0.321308909864128,"Sig.",13
"Leptodiaptomus sicilis","min",0.219329382707888,1.16152999961436e-06,0.132612762303429,0.302713846368117,"Sig.",13
"Leptodiaptomus sicilis","range",0.198893906455694,1.08597328355735e-05,0.111561283160123,0.283177916172967,"Sig.",13
"Leptodiaptomus sicilis","var",0.227696380977562,4.36068892281557e-07,0.141254606679683,0.310692372709024,"Sig.",13
"Limnocalanus macrurus","max",0.523206295167472,2.36085242209513e-07,0.350146263209015,0.661726279561543,"Sig.",13
"Limnocalanus macrurus","mean",0.526012859723284,1.98065622418125e-07,0.353539176656619,0.66389738607098,"Sig.",13
"Limnocalanus macrurus","mean_max",0.522425313653251,2.47837861756787e-07,0.349202925620256,0.661121713226328,"Sig.",13
"Limnocalanus macrurus","mean_min",0.528236645597398,1.72144861553329e-07,0.356230783398394,0.665616016818058,"Sig.",13
"Limnocalanus macrurus","mean_range",0.254261996165594,0.0181574810941494,0.0448001406598788,0.442309300912397,"Sig.",13
"Limnocalanus macrurus","med",0.5201832120232,2.84738961445697e-07,0.346496669234136,0.659385076481068,"Sig.",13
"Limnocalanus macrurus","min",0.521313915282572,2.65522869340287e-07,0.347861086818624,0.660261056944517,"Sig.",13
"Limnocalanus macrurus","range",0.268482653949386,0.01243880974153,0.0600216551013379,0.454503606685088,"Sig.",13
"Limnocalanus macrurus","var",0.280181512004554,0.00897956380581276,0.0726169927206869,0.46448344816428,"Sig.",13
"Senecella calanoides","max",0.483776909843204,0.00117102730547476,0.210847506807543,0.686734309026804,"Sig.",13
"Senecella calanoides","mean",0.471105846498161,0.00163844439945766,0.195111266184585,0.67796375308948,"Sig.",13
"Senecella calanoides","mean_max",0.481996330652495,0.00122857478144514,0.208627623283982,0.685505400038853,"Sig.",13
"Senecella calanoides","mean_min",0.465001547037611,0.00191755432849675,0.187580694297048,0.673717402287255,"Sig.",13
"Senecella calanoides","mean_range",0.478759566096595,0.00133964619721127,0.204599485967795,0.683268496304172,"Sig.",13
"Senecella calanoides","med",0.475587414558619,0.00145705186168649,0.200660748211056,0.681072515213086,"Sig.",13
"Senecella calanoides","min",0.447664303392851,0.00295203527548762,0.166368975792928,0.66158141264203,"Sig.",13
"Senecella calanoides","range",0.415476280162461,0.00621452343742592,0.127666121058686,0.638748821560103,"Sig.",13
"Senecella calanoides","var",0.247150597958256,0.114572004265483,-0.0613923617089335,0.512578679624275,"Non Sig.",13
"Skistodiaptomus sp","max",0.768753811100246,6.300380131625e-55,0.715534276299923,0.813101442439303,"Sig.",13
"Skistodiaptomus sp","mean",0.728595689934473,8.98312323087439e-47,0.66786951836364,0.779685434033141,"Sig.",13
"Skistodiaptomus sp","mean_max",0.748071305474292,1.55598145306908e-50,0.690923610908704,0.795927728341628,"Sig.",13
"Skistodiaptomus sp","mean_min",0.703249702427468,2.43017063931131e-42,0.638039922331852,0.758443899732407,"Sig.",13
"Skistodiaptomus sp","mean_range",0.296905566124925,5.31082556280815e-07,0.185122976103532,0.40110311417017,"Sig.",13
"Skistodiaptomus sp","med",0.728329463363625,1.00594653054034e-46,0.667555180227606,0.779462928773961,"Sig.",13
"Skistodiaptomus sp","min",0.62250508581173,6.69299604106843e-31,0.544299165330871,0.68998389535442,"Sig.",13
"Skistodiaptomus sp","range",0.23212668322457,0.000102309134549136,0.117056739717159,0.341046568907086,"Sig.",13
"Skistodiaptomus sp","var",0.147009254297167,0.0146856485966721,0.0292336389951041,0.260758914573152,"Sig.",13
"Epischura lacustris","max",0.887063757676865,2.41406571625601e-35,0.836977156716009,0.922411875757365,"Sig.",14
"Epischura lacustris","mean",0.848774172702079,1.97659010800405e-29,0.783653203157816,0.895442595970108,"Sig.",14
"Epischura lacustris","mean_max",0.856213330191342,1.92336251398762e-30,0.793938764074387,0.90070931793886,"Sig.",14
"Epischura lacustris","mean_min",0.834465965080778,1.25157223894927e-27,0.763970201922253,0.885275912174906,"Sig.",14
"Epischura lacustris","mean_range",0.197524694843406,0.0465945422056232,0.00317163172978231,0.377498516725432,"Sig.",14
"Epischura lacustris","med",0.844274401519389,7.61989121424396e-29,0.777448992450276,0.892250526390172,"Sig.",14
"Epischura lacustris","min",0.76162755763715,1.49481772094243e-20,0.665763906752828,0.832756668090158,"Sig.",14
"Epischura lacustris","range",0.265200854693615,0.00706420983935314,0.0745720020124619,0.437130771859353,"Sig.",14
"Epischura lacustris","var",0.234333315867238,0.0177596939712755,0.0417615752921962,0.41011832213559,"Sig.",14
"Leptodiaptomus minutus","max",0.735662228352495,2.00171291497134e-56,0.681314782948623,0.78194348636347,"Sig.",14
"Leptodiaptomus minutus","mean",0.715055933358478,5.33538754432551e-52,0.657308349874032,0.764455405586925,"Sig.",14
"Leptodiaptomus minutus","mean_max",0.727745262397494,1.12148440709495e-54,0.672077628685694,0.775233149768307,"Sig.",14
"Leptodiaptomus minutus","mean_min",0.701649188628937,2.51965637821285e-49,0.641752104118138,0.753038242011465,"Sig.",14
"Leptodiaptomus minutus","mean_range",0.26890902961984,8.99523005406262e-07,0.164776834498309,0.367112705405974,"Sig.",14
"Leptodiaptomus minutus","med",0.719619951908892,6.04289592620226e-53,0.662615368609025,0.76833505968789,"Sig.",14
"Leptodiaptomus minutus","min",0.634605679334168,6.41722603679473e-38,0.564692096239554,0.695475978789901,"Sig.",14
"Leptodiaptomus minutus","range",0.309418194443222,1.28389658124521e-08,0.207452070354286,0.404733130693343,"Sig.",14
"Leptodiaptomus minutus","var",0.281185526719491,2.66138695759897e-07,0.177668727598518,0.378547785842556,"Sig.",14
"Leptodiaptomus sicilis","max",0.243061645611764,6.5284935897493e-08,0.157158987312927,0.325313845724423,"Sig.",14
"Leptodiaptomus sicilis","mean",0.239468604498185,1.02982160619217e-07,0.153435882501884,0.321898253855394,"Sig.",14
"Leptodiaptomus sicilis","mean_max",0.244264231547718,5.59576230132449e-08,0.158405651029533,0.326456560444547,"Sig.",14
"Leptodiaptomus sicilis","mean_min",0.235753533367601,1.63739015698529e-07,0.149588897060377,0.318364401051134,"Sig.",14
"Leptodiaptomus sicilis","mean_range",0.11322160304377,0.0128726942544894,0.0241514218191492,0.200508405928883,"Sig.",14
"Leptodiaptomus sicilis","med",0.239628487003089,1.00929981148863e-07,0.153601500647583,0.322050285882496,"Sig.",14
"Leptodiaptomus sicilis","min",0.218810254027199,1.23278476649906e-06,0.132077014880269,0.302218434997008,"Sig.",14
"Leptodiaptomus sicilis","range",0.19604131476949,1.45794561107551e-05,0.108628924577664,0.280445317782353,"Sig.",14
"Leptodiaptomus sicilis","var",0.226084565719476,5.28204533809273e-07,0.139588820066861,0.309156301490539,"Sig.",14
"Limnocalanus macrurus","max",0.522625874444266,2.44767862494988e-07,0.349445146934828,0.661276986718582,"Sig.",14
"Limnocalanus macrurus","mean",0.525309747564897,2.07003942545828e-07,0.352688743683524,0.663353689618638,"Sig.",14
"Limnocalanus macrurus","mean_max",0.522349455710293,2.4900851479608e-07,0.349111316485036,0.66106298116431,"Sig.",14
"Limnocalanus macrurus","mean_min",0.5270328349586,1.8574774174212e-07,0.354773371011075,0.664685844625437,"Sig.",14
"Limnocalanus macrurus","mean_range",0.253057866868207,0.0187319245838343,0.0435157150284687,0.441273549490974,"Sig.",14
"Limnocalanus macrurus","med",0.518831683682248,3.09438431857774e-07,0.344866746075948,0.658337521879164,"Sig.",14
"Limnocalanus macrurus","min",0.514437503692444,4.0453854373753e-07,0.339574670532726,0.654927903066146,"Sig.",14
"Limnocalanus macrurus","range",0.275221709978685,0.0103268689462668,0.0672690261176569,0.460258142012559,"Sig.",14
"Limnocalanus macrurus","var",0.292993017143787,0.00618699969233957,0.086486610445065,0.47535900718806,"Sig.",14
"Senecella calanoides","max",0.488701770861918,0.00102412996315165,0.217002125016017,0.69012728742583,"Sig.",14
"Senecella calanoides","mean",0.471141953374781,0.00163690657559869,0.195155906472361,0.677988829212798,"Sig.",14
"Senecella calanoides","mean_max",0.481751540236099,0.00123667950548692,0.208322658287867,0.685336361406138,"Sig.",14
"Senecella calanoides","mean_min",0.46456687026207,0.00193894245311811,0.187045696027154,0.673414500285125,"Sig.",14
"Senecella calanoides","mean_range",0.482215470050685,0.00122135937702945,0.208900676813346,0.685656706896679,"Sig.",14
"Senecella calanoides","med",0.473840240681,0.00152553576325842,0.198495139305653,0.679861420756881,"Sig.",14
"Senecella calanoides","min",0.429575751889714,0.00452465364399899,0.144512115865352,0.648798924180295,"Sig.",14
"Senecella calanoides","range",0.463134010713157,0.00201094471486086,0.185283303759868,0.672415523569997,"Sig.",14
"Senecella calanoides","var",0.280308889046573,0.0721730423682995,-0.0258224026548841,0.538373685646277,"Non Sig.",14
"Skistodiaptomus sp","max",0.766408460611531,2.09042088189775e-54,0.712736824501834,0.811157854095936,"Sig.",14
"Skistodiaptomus sp","mean",0.724340252716614,5.39630958513897e-46,0.662847645934113,0.776127304267415,"Sig.",14
"Skistodiaptomus sp","mean_max",0.743380587047892,1.34596661790831e-49,0.685360366647641,0.792022046439842,"Sig.",14
"Skistodiaptomus sp","mean_min",0.698973198146879,1.22300618063526e-41,0.633026145134423,0.754848320905989,"Sig.",14
"Skistodiaptomus sp","mean_range",0.304844913855446,2.5297425420423e-07,0.193539663464419,0.40840258090851,"Sig.",14
"Skistodiaptomus sp","med",0.724389718070541,5.28602936838989e-46,0.662905988595498,0.776168683047209,"Sig.",14
"Skistodiaptomus sp","min",0.620639992501131,1.12431021194567e-30,0.542156712641884,0.688388165162969,"Sig.",14
"Skistodiaptomus sp","range",0.249662937879971,2.8162248466056e-05,0.135376812455638,0.357392686006467,"Sig.",14
"Skistodiaptomus sp","var",0.148209112452508,0.0138868617631398,0.0304591298910956,0.261901730359728,"Sig.",14
"Epischura lacustris","max",0.89300477922654,1.88247893801544e-36,0.845337040620511,0.926565767514877,"Sig.",15
"Epischura lacustris","mean",0.846846895073399,3.54177266630912e-29,0.780994312856778,0.894076001650882,"Sig.",15
"Epischura lacustris","mean_max",0.855548749907806,2.38093504603878e-30,0.793018446921306,0.900239344559965,"Sig.",15
"Epischura lacustris","mean_min",0.831736906277639,2.63991223307732e-27,0.760230827491367,0.883331251540483,"Sig.",15
"Epischura lacustris","mean_range",0.207842265609491,0.0360660226261675,0.0139304384808294,0.3866872249696,"Sig.",15
"Epischura lacustris","med",0.843137782264219,1.064261404917e-28,0.775883895186213,0.891443466579839,"Sig.",15
"Epischura lacustris","min",0.76051171980502,1.83170840330856e-20,0.664284842232801,0.831942026361734,"Sig.",15
"Epischura lacustris","range",0.267388490187716,0.00659034633665118,0.0769131014193961,0.439033492232501,"Sig.",15
"Epischura lacustris","var",0.239331642830238,0.0154073163919798,0.0470464770048855,0.414513428145158,"Sig.",15
"Leptodiaptomus minutus","max",0.732824232551151,8.61650593593094e-56,0.678001547597028,0.779539263902007,"Sig.",15
"Leptodiaptomus minutus","mean",0.711675666746978,2.60521042285395e-51,0.653381480522802,0.761579694192323,"Sig.",15
