"sp_name","parameter","correlation","p.value","ci_low","ci_high","sig","duration"
"Leptodiaptomus sicilis","min",0.234154093256758,1.99449907281027e-07,0.147933467160995,0.31684227303693,"Sig.",2
"Leptodiaptomus sicilis","range",0.113669008518055,0.0125190783005757,0.0246043910488879,0.20094338312597,"Sig.",2
"Leptodiaptomus sicilis","var",0.113384655855451,0.0127428147230155,0.0243164980549465,0.200666933354828,"Sig.",2
"Limnocalanus macrurus","max",0.495087013148556,1.26046010277624e-06,0.316401132590861,0.639844722024961,"Sig.",2
"Limnocalanus macrurus","mean",0.506807811957251,6.38563272116072e-07,0.33041217187843,0.648994102601982,"Sig.",2
"Limnocalanus macrurus","mean_max",0.497803006162332,1.07911926074877e-06,0.31964090507636,0.641968514207587,"Sig.",2
"Limnocalanus macrurus","mean_min",0.518624154392981,3.13406375874442e-07,0.344616561706265,0.658176620359066,"Sig.",2
"Limnocalanus macrurus","mean_range",0.260602139014794,0.0153762660605211,0.0515745124619199,0.447754616912455,"Sig.",2
"Limnocalanus macrurus","med",0.506276248460043,6.5892645059654e-07,0.329775053600005,0.648580046884911,"Sig.",2
"Limnocalanus macrurus","min",0.521068323498967,2.69589078113015e-07,0.347564669182497,0.660070823769548,"Sig.",2
"Limnocalanus macrurus","range",0.248037204654837,0.0212984067754676,0.0381677092327702,0.436949533801252,"Sig.",2
"Limnocalanus macrurus","var",0.255328116662483,0.0176615843266963,0.045937932787366,0.443225923349326,"Sig.",2
"Senecella calanoides","max",0.445085272818333,0.00314179117585557,0.163235679338718,0.659766477537325,"Sig.",2
"Senecella calanoides","mean",0.413761190367696,0.00645332927230956,0.125628204613268,0.637521085981917,"Sig.",2
"Senecella calanoides","mean_max",0.429866584962221,0.00449450042566365,0.144861350295431,0.649005428061479,"Sig.",2
"Senecella calanoides","mean_min",0.401360510400238,0.00842843799994263,0.110965377185638,0.628610198565209,"Sig.",2
"Senecella calanoides","mean_range",0.499269455635616,0.000762919847613993,0.230281911439276,0.697378118736646,"Sig.",2
"Senecella calanoides","med",0.414048014626406,0.00641284817441576,0.125968847773224,0.637726486378817,"Sig.",2
"Senecella calanoides","min",0.386801557111057,0.0113912449998238,0.0939104095445666,0.61807171289496,"Sig.",2
"Senecella calanoides","range",0.450497165138096,0.00275526131178456,0.169817214004133,0.66357209156268,"Sig.",2
"Senecella calanoides","var",0.304183054151494,0.0501682364322567,0.000277332964904542,0.556651550725784,"Non Sig.",2
"Skistodiaptomus sp","max",0.797281943590895,8.45042549767099e-62,0.749698833321851,0.83666376819762,"Sig.",2
"Skistodiaptomus sp","mean",0.785803721979705,6.58119023506999e-59,0.735922247847416,0.827201019450231,"Sig.",2
"Skistodiaptomus sp","mean_max",0.792348259116961,1.55624230541028e-60,0.743772184978856,0.83259927331126,"Sig.",2
"Skistodiaptomus sp","mean_min",0.770521066121707,2.52812012792368e-55,0.717643324338202,0.814565311040817,"Sig.",2
"Skistodiaptomus sp","mean_range",0.164548076499678,0.00623880685910507,0.0471824530688137,0.277432256560731,"Sig.",2
"Skistodiaptomus sp","med",0.786632679530657,4.12567589384431e-59,0.736915811468495,0.827885207040113,"Sig.",2
"Skistodiaptomus sp","min",0.749962889462666,6.43054889439899e-51,0.693168967301384,0.797501611330433,"Sig.",2
"Skistodiaptomus sp","range",0.180915315501934,0.0026007750911328,0.0640009416487955,0.292930733986738,"Sig.",2
"Skistodiaptomus sp","var",0.129402083669365,0.0319413882983796,0.0112909508564879,0.243952061286635,"Sig.",2
"Epischura lacustris","max",0.855766300007742,2.22053580388272e-30,0.793319680967101,0.900393201631036,"Sig.",3
"Epischura lacustris","mean",0.861424170885861,3.47385012787472e-31,0.801164690692463,0.904390678564336,"Sig.",3
"Epischura lacustris","mean_max",0.859253817596496,7.14499071740056e-31,0.798152902724573,0.902858141752992,"Sig.",3
"Epischura lacustris","mean_min",0.849365344396669,1.65010387270167e-29,0.784469267665949,0.895861607884079,"Sig.",3
"Epischura lacustris","mean_range",0.130451762315638,0.191262682183012,-0.0656896543710429,0.316887355949624,"Non Sig.",3
"Epischura lacustris","med",0.858744633866253,8.44736445388131e-31,0.797446753138482,0.902498434759289,"Sig.",3
"Epischura lacustris","min",0.828310321474135,6.61361760197851e-27,0.755542398197092,0.880887033442968,"Sig.",3
"Epischura lacustris","range",0.182648568902781,0.066148758469574,-0.0122618767344619,0.364187327393874,"Non Sig.",3
"Epischura lacustris","var",0.183910791829778,0.0642656521185905,-0.0109559561404892,0.365319654176067,"Non Sig.",3
"Leptodiaptomus minutus","max",0.74076148832929,1.38530739837612e-57,0.687273545437274,0.786259893192245,"Sig.",3
"Leptodiaptomus minutus","mean",0.732838212033538,8.55516679410083e-56,0.678017862570553,0.779551110065668,"Sig.",3
"Leptodiaptomus minutus","mean_max",0.739191661729439,3.17327499610644e-57,0.685438350457661,0.784931543846063,"Sig.",3
"Leptodiaptomus minutus","mean_min",0.72422229965094,6.42884740747859e-54,0.667972759260977,0.772243673970408,"Sig.",3
"Leptodiaptomus minutus","mean_range",0.145674884471815,0.00863855924183568,0.0373068269086334,0.250656492402107,"Sig.",3
"Leptodiaptomus minutus","med",0.730930199123998,2.25894011814567e-55,0.675791585583939,0.777933957650923,"Sig.",3
"Leptodiaptomus minutus","min",0.71842199818246,1.07483930995173e-52,0.661221839513083,0.767317082836859,"Sig.",3
"Leptodiaptomus minutus","range",0.185195765424055,0.000809103681692019,0.0778055818811874,0.288337628818907,"Sig.",3
"Leptodiaptomus minutus","var",0.124792116476064,0.0246806649532108,0.0160501360665686,0.230616556486183,"Sig.",3
"Leptodiaptomus sicilis","max",0.242455171246103,7.05415235827476e-08,0.156530387977011,0.324737473785543,"Sig.",3
"Leptodiaptomus sicilis","mean",0.241260831189056,8.21136543513281e-08,0.155292680336763,0.323602236227818,"Sig.",3
"Leptodiaptomus sicilis","mean_max",0.24468445564647,5.30127454007002e-08,0.158841341942436,0.326855806883188,"Sig.",3
"Leptodiaptomus sicilis","mean_min",0.237463273752455,1.3239818674593e-07,0.151359022739479,0.319991026844678,"Sig.",3
"Leptodiaptomus sicilis","mean_range",0.113734085990081,0.0124683638251645,0.0246702808450399,0.201006649973048,"Sig.",3
"Leptodiaptomus sicilis","med",0.241946219217589,7.52661393892202e-08,0.15600292243351,0.32425373648337,"Sig.",3
"Leptodiaptomus sicilis","min",0.235843948488038,1.61916205601955e-07,0.149682491668358,0.318450433059471,"Sig.",3
"Leptodiaptomus sicilis","range",0.106683666064602,0.0191399230635426,0.01753635108879,0.194148155158793,"Sig.",3
"Leptodiaptomus sicilis","var",0.147915271809903,0.00112633573112511,0.0593854021347175,0.234136510713488,"Sig.",3
"Limnocalanus macrurus","max",0.496768913552372,1.14504520581763e-06,0.318406896346972,0.641160158038446,"Sig.",3
"Limnocalanus macrurus","mean",0.506816918229257,6.38219671947944e-07,0.33042308782158,0.649001195101674,"Sig.",3
"Limnocalanus macrurus","mean_max",0.496541006543588,1.16007781061018e-06,0.318135010449621,0.640981958710582,"Sig.",3
"Limnocalanus macrurus","mean_min",0.517772312978282,3.30204444660772e-07,0.343589893717835,0.657516037450486,"Sig.",3
"Limnocalanus macrurus","mean_range",0.241217510362895,0.025261887396902,0.0309225811902424,0.431062094261396,"Sig.",3
"Limnocalanus macrurus","med",0.497911514033516,1.07241344973399e-06,0.319770425292994,0.642053316862821,"Sig.",3
"Limnocalanus macrurus","min",0.518618178948778,3.13521337099265e-07,0.344609358449454,0.658171987291387,"Sig.",3
"Limnocalanus macrurus","range",0.27288565676735,0.0110204538418887,0.0647542811014044,0.458265126165517,"Sig.",3
"Limnocalanus macrurus","var",0.278782290794411,0.00934308729208941,0.0711070558726932,0.463292286380693,"Sig.",3
"Senecella calanoides","max",0.461574523859169,0.00209198176211062,0.183367191266583,0.671327396268443,"Sig.",3
"Senecella calanoides","mean",0.417506158617173,0.00594180602362109,0.130081222284086,0.640200428827073,"Sig.",3
"Senecella calanoides","mean_max",0.432614146743586,0.00421816596972572,0.148164150129371,0.650954721849843,"Sig.",3
"Senecella calanoides","mean_min",0.406894814347734,0.00749064437393847,0.117493672072639,0.632594427634624,"Sig.",3
"Senecella calanoides","mean_range",0.488305306595301,0.00103531710391482,0.216505861302816,0.689854471090659,"Sig.",3
"Senecella calanoides","med",0.407074068904627,0.00746183866032546,0.117705540750369,0.632723276277081,"Sig.",3
"Senecella calanoides","min",0.378533536326631,0.0134397790863541,0.0843008360166605,0.612049675803162,"Sig.",3
"Senecella calanoides","range",0.501981543347485,0.000706307750934975,0.233706264328776,0.699232453635195,"Sig.",3
"Senecella calanoides","var",0.368322874917089,0.0163941949026753,0.0725084649563766,0.604575147847233,"Sig.",3
"Skistodiaptomus sp","max",0.789852986229096,6.59109263698797e-60,0.740777613548269,0.830541951946807,"Sig.",3
"Skistodiaptomus sp","mean",0.78066079259923,1.13945312787819e-57,0.729762884372609,0.822953511367171,"Sig.",3
"Skistodiaptomus sp","mean_max",0.789747754246295,7.00175687233512e-60,0.740651367729123,0.83045516508198,"Sig.",3
"Skistodiaptomus sp","mean_min",0.762568312647812,1.44545970860943e-53,0.708160114177437,0.807973393689781,"Sig.",3
"Skistodiaptomus sp","mean_range",0.206937922939698,0.000553356809249854,0.090878439864418,0.317451478993348,"Sig.",3
"Skistodiaptomus sp","med",0.781637195694158,6.67073808676197e-58,0.730931626009984,0.823760279391857,"Sig.",3
"Skistodiaptomus sp","min",0.727951470303084,1.18101477005773e-46,0.667108914752842,0.77914698981846,"Sig.",3
"Skistodiaptomus sp","range",0.222912311917811,0.000193969505533643,0.107461797473445,0.332431072794513,"Sig.",3
"Skistodiaptomus sp","var",0.150646690920453,0.0123807087533508,0.0329498733027138,0.264222442666502,"Sig.",3
"Epischura lacustris","max",0.85353459732877,4.51697650282021e-30,0.790230971331441,0.898814353416464,"Sig.",4
"Epischura lacustris","mean",0.859128519760744,7.44599296662702e-31,0.797979120767045,0.902769632199267,"Sig.",4
"Epischura lacustris","mean_max",0.857858998145246,1.12857286031837e-30,0.796218929761813,0.901872642137326,"Sig.",4
"Epischura lacustris","mean_min",0.847543251677873,2.87145262099372e-29,0.781954737600191,0.894569875774918,"Sig.",4
"Epischura lacustris","mean_range",0.122338711619665,0.220597870432711,-0.0738942634214945,0.309451204758552,"Non Sig.",4
"Epischura lacustris","med",0.860174926500053,5.26896525625697e-31,0.799430747835618,0.903508693491428,"Sig.",4
"Epischura lacustris","min",0.822171681821802,3.26125253836261e-26,0.747161793982556,0.876501256293858,"Sig.",4
"Epischura lacustris","range",0.173026592829742,0.0820191910676027,-0.0221951561671994,0.355537878736703,"Non Sig.",4
"Epischura lacustris","var",0.190661690987214,0.0549205568713294,-0.00396003987488912,0.371366713913325,"Non Sig.",4
"Leptodiaptomus minutus","max",0.740369161831216,1.70510437402788e-57,0.686814834837278,0.785927955400473,"Sig.",4
"Leptodiaptomus minutus","mean",0.732207196084086,1.1805545813944e-55,0.677281479344309,0.779016356099864,"Sig.",4
"Leptodiaptomus minutus","mean_max",0.739009433878716,3.49240294414157e-57,0.685225362473552,0.784777319797761,"Sig.",4
"Leptodiaptomus minutus","mean_min",0.723771733192699,8.02178277970858e-54,0.667448017078191,0.771861183957117,"Sig.",4
"Leptodiaptomus minutus","mean_range",0.136025045753131,0.0142702618698575,0.0274719968275769,0.241407291446439,"Sig.",4
"Leptodiaptomus minutus","med",0.729583630843629,4.4599648153896e-55,0.674221009694526,0.776792287439886,"Sig.",4
"Leptodiaptomus minutus","min",0.715032779366557,5.39407940945576e-52,0.657281441117832,0.764435714358238,"Sig.",4
"Leptodiaptomus minutus","range",0.170236453292219,0.00210581509764292,0.062434327571317,0.274112166476849,"Sig.",4
"Leptodiaptomus minutus","var",0.151588390638235,0.00625963936291503,0.0433440893354044,0.256315028697942,"Sig.",4
"Leptodiaptomus sicilis","max",0.24069600898807,8.82050338042263e-08,0.154707442910382,0.323065281951215,"Sig.",4
"Leptodiaptomus sicilis","mean",0.241573982686545,7.8913560142e-08,0.155617176548374,0.323899914202485,"Sig.",4
"Leptodiaptomus sicilis","mean_max",0.243555994720146,6.12819844126356e-08,0.157671422414449,0.325783612548195,"Sig.",4
"Leptodiaptomus sicilis","mean_min",0.238612992330724,1.14667103551069e-07,0.152549658155866,0.321084581313808,"Sig.",4
"Leptodiaptomus sicilis","mean_range",0.0837312750900155,0.0662495289618112,-0.00562520060410499,0.171761182808699,"Non Sig.",4
"Leptodiaptomus sicilis","med",0.245661911744624,4.67305325955019e-08,0.159854903744507,0.3277843547643,"Sig.",4
"Leptodiaptomus sicilis","min",0.236566270386402,1.48039845224135e-07,0.150430269782586,0.319137689634778,"Sig.",4
"Leptodiaptomus sicilis","range",0.0867628095730705,0.0569780841040513,-0.00257152575630056,0.174723257665418,"Non Sig.",4
"Leptodiaptomus sicilis","var",0.127538418264904,0.00504366284751239,0.0386644374392486,0.214410472778361,"Sig.",4
"Limnocalanus macrurus","max",0.500530320503305,9.22022652243365e-07,0.322898379324908,0.644098935435943,"Sig.",4
"Limnocalanus macrurus","mean",0.510531945684353,5.11730463849256e-07,0.334880335307887,0.651892616514452,"Sig.",4
"Limnocalanus macrurus","mean_max",0.502184722333915,8.37538016782723e-07,0.324876431576493,0.645390174684885,"Sig.",4
"Limnocalanus macrurus","mean_min",0.519536227764466,2.96319874160583e-07,0.34571628492273,0.658883673604246,"Sig.",4
"Limnocalanus macrurus","mean_range",0.232170377723588,0.0314731326483763,0.0213450438641832,0.423226682205181,"Sig.",4
"Limnocalanus macrurus","med",0.499651838417155,9.70096449557081e-07,0.321848670307273,0.643412958789837,"Sig.",4
"Limnocalanus macrurus","min",0.5282957736758,1.71501704493402e-07,0.356302389310825,0.665661693485994,"Sig.",4
"Limnocalanus macrurus","range",0.249996988384579,0.0202628899551875,0.0402538399036629,0.438638425518663,"Sig.",4
"Limnocalanus macrurus","var",0.272653333008973,0.0110916041789661,0.0645043306327967,0.458066815983221,"Sig.",4
"Senecella calanoides","max",0.47132572627668,0.00162909929890271,0.1953831295362,0.678116451510945,"Sig.",4
"Senecella calanoides","mean",0.435583574896458,0.00393629047626034,0.15174080062254,0.653058189059887,"Sig.",4
"Senecella calanoides","mean_max",0.44629023643068,0.00305184342016707,0.164698897372158,0.660614755570857,"Sig.",4
"Senecella calanoides","mean_min",0.430995512163349,0.0043791069822368,0.146217647281021,0.649806708675618,"Sig.",4
"Senecella calanoides","mean_range",0.433212708804448,0.00415997113874391,0.148884514661476,0.651378997938617,"Sig.",4
"Senecella calanoides","med",0.412389317733178,0.00665002109773895,0.123999856710876,0.63653822135815,"Sig.",4
"Senecella calanoides","min",0.415435834954372,0.00622006561759846,0.127618034964687,0.638719882212014,"Sig.",4
"Senecella calanoides","range",0.440773822597415,0.00348294711604071,0.158010311159071,0.656726787417343,"Sig.",4
"Senecella calanoides","var",0.353001087499019,0.0218456540790161,0.0549670355193042,0.59328050919928,"Sig.",4
"Skistodiaptomus sp","max",0.787711636918208,2.23955682989711e-59,0.738209339215834,0.828775550408314,"Sig.",4
"Skistodiaptomus sp","mean",0.772135843818338,1.08973766439149e-55,0.719571253823261,0.815902387950026,"Sig.",4
"Skistodiaptomus sp","mean_max",0.783959894733804,1.84582119339648e-58,0.733713061975482,0.825678759714602,"Sig.",4
"Skistodiaptomus sp","mean_min",0.75217687430683,2.2630098719e-51,0.695798422264179,0.799342924843197,"Sig.",4
"Skistodiaptomus sp","mean_range",0.223465211861658,0.000186801340682679,0.108036927365963,0.332948553777038,"Sig.",4
"Skistodiaptomus sp","med",0.7764023308449,1.14028779360355e-56,0.724669037206191,0.819432896589141,"Sig.",4
"Skistodiaptomus sp","min",0.707849102016419,4.13717639558095e-43,0.643438440870513,0.762307214659012,"Sig.",4
"Skistodiaptomus sp","range",0.226044952737057,0.000156510920711429,0.110721411202239,0.335362164194476,"Sig.",4
"Skistodiaptomus sp","var",0.21082554918566,0.000431766356703702,0.0949083510192553,0.321102090815519,"Sig.",4
"Epischura lacustris","max",0.854935785457362,2.89617944637719e-30,0.792169860820031,0.899805780172932,"Sig.",5
"Epischura lacustris","mean",0.858436754607633,9.34444619107552e-31,0.797019859407878,0.902280907379967,"Sig.",5
"Epischura lacustris","mean_max",0.857548422326804,1.2486679961599e-30,0.795788475371768,0.901653144659746,"Sig.",5
"Epischura lacustris","mean_min",0.846290401596086,4.18517398417073e-29,0.780227013136192,0.893681239503145,"Sig.",5
"Epischura lacustris","mean_range",0.132730434025137,0.183556873090643,-0.0633804867288989,0.318971795691572,"Non Sig.",5
"Epischura lacustris","med",0.86131535282855,3.60279921065204e-31,0.801013611718253,0.904313865995641,"Sig.",5
"Epischura lacustris","min",0.82090103584413,4.50295082398476e-26,0.745430054925508,0.875592309870498,"Sig.",5
"Epischura lacustris","range",0.163467709405777,0.100660793932538,-0.032025282947492,0.346914080722168,"Non Sig.",5
"Epischura lacustris","var",0.179508171631728,0.0710286654881749,-0.0155081108190397,0.361367779621837,"Non Sig.",5
"Leptodiaptomus minutus","max",0.74158280767904,8.95727397377812e-58,0.688233975318824,0.7869547062523,"Sig.",5
"Leptodiaptomus minutus","mean",0.732178449761489,1.1979753908022e-55,0.677247935570774,0.778991993429709,"Sig.",5
"Leptodiaptomus minutus","mean_max",0.738589028546,4.35514317609415e-57,0.684734027642812,0.784421498487511,"Sig.",5
"Leptodiaptomus minutus","mean_min",0.723004724866333,1.1681267870898e-53,0.666554866570169,0.771209983455341,"Sig.",5
"Leptodiaptomus minutus","mean_range",0.168904078910816,0.00228484256781343,0.0610677387741702,0.272842945079402,"Sig.",5
"Leptodiaptomus minutus","med",0.729494020422059,4.66582124184985e-55,0.674116509949524,0.776716301408582,"Sig.",5
"Leptodiaptomus minutus","min",0.712913211431688,1.46173951553293e-51,0.654818777250722,0.762632744958236,"Sig.",5
"Leptodiaptomus minutus","range",0.215392134455875,9.3047070300581e-05,0.10898981528525,0.316914629892603,"Sig.",5
"Leptodiaptomus minutus","var",0.16199729179937,0.00345543427927411,0.0539900643414928,0.266257727423787,"Sig.",5
"Leptodiaptomus sicilis","max",0.241249704248926,8.22296345693008e-08,0.155281150636058,0.323591658795052,"Sig.",5
"Leptodiaptomus sicilis","mean",0.241836788094083,7.63211776873101e-08,0.155889517072191,0.3241497212219,"Sig.",5
"Leptodiaptomus sicilis","mean_max",0.24358897934502,6.10235031072799e-08,0.157705615443415,0.325814955516032,"Sig.",5
"Leptodiaptomus sicilis","mean_min",0.238425449252948,1.17394133630404e-07,0.152355423635013,0.320906214783338,"Sig.",5
