"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis_male",1,1,0.89,NA,58.9333333333333,0.232167832167831,31.6875,20.1875
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis_male",2,4,0.894,NA,58.3333333333333,0.232167832167831,31.5333333333333,20.0333333333333
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis_male",3,3,0.821,NA,58.4833333333333,0.232167832167831,31.5625,20.0625
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis",4,10,0.975,NA,46.25,0.278846153846141,28.4739583333333,16.9739583333333
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis",5,9,0.87,NA,47.3,0.265909090909077,28.7604166666667,17.2604166666667
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis_male",6,8,0.9,NA,55.5,0.23811188811188,30.7854166666667,19.2854166666667
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis",7,2,0.985,6,58.7833333333333,0.232167832167831,31.6354166666667,20.1354166666667
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis",8,5,0.905,8,56.9166666666667,0.24615384615384,31.1770833333333,19.6770833333333
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_minutus",9,7,0.653,4,56.0833333333333,0.24615384615384,30.9479166666667,19.4479166666667
2023-11-07,11.5,2023-11-08,1,56,1,1,"leptodiaptomus_sicilis",10,6,1.013,NA,56.4166666666667,0.24615384615384,31.0357142857143,19.5357142857143
